ChapterNumber,Title,Para,RelevantSource
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,it is paid on a pro rata basis to the defined benefits lump sum death benefit that would have been provided in normal circumstances,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"it is expressed as a specified amount lower than 4 times final salary, or",True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,the maximum paid under the policy is capped at a specified amount.,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"The exact position will depend upon the restrictions that apply under a particular policy. Provided the maximum lump sum death benefit that can be provided under the policy is the defined benefits lump sum death benefit of 4 times final salary and the restricted lump sum death benefit is defined in a manner which satisfies either the definition of defined benefits or, possibly, a benefit under a cash balance arrangement there will be no other money purchase element to the benefits to be provided. Where, under a group life policy, there are restrictions applying to one or more particular members covered by the policy but they do not apply to a member with fixed protection, then no account need be taken of those restrictions in deciding whether that member’s benefit is a defined benefits lump sum death benefit.",True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"An individual has restricted benefits under one policy but a further policy is taken out by the scheme in respect of the individual to ensure that the maximum 4 times final salary lump sum death benefit is paid. The aggregated benefits under the two policies will be a defined benefits lump sum death benefit, subject to the top-up policy not itself being an other money purchase arrangement because the entire proceeds will be paid out as a lump sum death benefit.",True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"The insurance policy might, for example, make provision for a maximum dependants’ pension equal to 30 per cent of the member’s salary, but with the pension restricted to the ‘free-cover’ divided by a specified multiple (say 30). So, if the free-cover is £500,000, the maximum dependant’s pension is £16,667. This is a defined benefit, as a specified benefit (a pension) will be provided and that pension is calculated by reference to a factor, rather than just the amount available for the provision of dependants’ benefits.",True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,Top of page,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,People whose life cover ceased because they believed the continuing payment of premiums would lead to loss of their fixed protection,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"In such cases, re-instatement of the life cover is not regarded as involving a new arrangement for the member so long as:",True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"the cover was re-instated as soon as possible whether with the same or a new insurer, and",True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,the basis of the cover provided has not been increased in comparison to the cover previously provided.,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,Top of page,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,Refunds of contributions on death in service,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,Under scheme rules a lump sum death benefit may include an amount equal to a multiple of salary or a set monetary amount together with a refund of the contributions paid to the scheme by the deceased member.,True
PTM093520,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,"HMRC’s view is that the payment of a refund of contributions on death is a defined benefit and that the aggregate lump sum is a defined benefits lump sum death benefit. Where the rules also provide for the refund to include an element of ‘interest’ or growth to be paid, then provided that the scheme rules provide for the payment and it is expressed or can be expressed in percentage terms then this will not affect the defined benefits nature of the lump sum. The scheme rules may specify an annual percentage rate of ‘interest’ or a rate in line with the average annual base rate of a bank etc. or a rate to be determined by the scheme trustees in accordance with actuarial advice. Such rules are accepted as providing a defined benefit.",True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,The lifetime allowance provisions apply only to that part of the scheme that has befitted from UK tax relief. This is known as the ‘relevant relieved amount’. At any BCE under a relieved non-UK pension scheme’ the amount crystallised by the BCE is limited to the ‘untested portion’ of the ‘relevant relieved amount’. PTM113420 explains how to calculate the ‘relevant relieved amount’ and the ‘untested portion’. But in broad terms the untested portion is that part of the member’s relevant relieved amount that has not been subject to a BCE.,True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,To find amount D assume that a BCE occurs at the end of 5 April 2016 for uncrystallised rights held under a relieved non-UK pension scheme. Amount D is the untested portion for this assumed BCE. Where the member has more than one relieved non-UK pension scheme amount D is the total of the untested portions.,True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,Example,True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,"On 6 January 2007 Pravesh became a relieved member of a relieved non-UK pension scheme. That is the only scheme of which he is a member. Pravesh crystallises £300,000 on 6 July 2012. This is Pravesh’s first BCE from the scheme.",True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,"At this point Pravesh has been a relieved member of the relieved non-UK pension scheme for five and a half years. Pravesh’s total pension input amounts for the previous six tax years (2006-2007 to 2011-2012) are £400,000 and his pension input amount for the period from 6 April 2012 to 6 July 2012 is £15,000. Immediately before his BCE Pravesh’s relevant relived amount is £415,000 and this is his first BCE his untested portion is also £415,000.",True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,"Pravesh needs to value his pension savings for IP 2016. He has had no pension input amounts under the scheme since his BCE in June 2012. At the end on 5 April 2016 Pravesh’s relevant relieved amount is £415,000 and his untested portion is £115,000 (£415,000 less the previous £300,000 BCE).",True
PTM094310,PTM094310 Valuing Pension Savings For Individual Protection 2016,"Amount D for Pravesh is £115,000.",True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Tax charges under Schedule 34 Finance Act 2004,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Schedule 34 Finance Act 2004,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,The Pensions Schemes (Application of UK Provisions to Relevant Non-UK Schemes) Regulations 2006 - SI 2006/207,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,"Schedule 34 provides for certain tax charges that normally apply to, or in relation to registered pension schemes to also apply in certain circumstances to members of non-UK pension schemes that are not registered pension schemes.",True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,"This is necessary as there are circumstances in which a non-UK scheme that is not a registered pension scheme will contain funds that have benefited from UK tax relief similar to, or originating from a registered pension scheme. For example, where a migrant individual comes to the UK as a member of an overseas pension scheme, any subsequent contributions to their overseas scheme may benefit from UK tax relief similar to contributions to a registered pension scheme. Also, funds in an overseas pension scheme which have built up in a registered pension scheme before being transferred to the overseas pension scheme may equally have benefited from UK tax relief.",True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Schedule 34 applies three main types of charge to members of non-UK schemes. These are,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,"the various charges referred to as the member payment charges and the taxable property unauthorised payment charge (see PTM113200),",True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,the annual allowance charge (see PTM113300) and,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,the lifetime allowance charge (see PTM113400).,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,"However, for members of non-UK pension schemes, these specific charges are targeted only at payments that relate to the part of the member’s overseas pension fund that has benefited from UK tax relief.",True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Schedule 34 modifies the way these specific charges operate to extend their application to these non-UK schemes. Further modifications are contained in The Pension Schemes (Application of UK Provisions to Relevant Non-UK Schemes) Regulations 2006 - SI 2006/207.,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,UK tax charges can apply to a non UK scheme if:,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,"a member has benefited from migrant member relief (see PTM111200), transitional corresponding relief (see PTM111500), double taxation relief (see PTM111600), or relief under section 307 Income tax (Earnings and Pensions) Act 2003 (ITEPA), or",True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,when a transfer has been made to a qualifying recognised overseas pension scheme (QROPS).,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Details are shown in the table below.,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,The overseas transfer charge,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Sections 244A to 244N Finance Act 2004,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,A transfer from a QROPS or former QROPS may be subject to the overseas transfer charge. This is a tax charge of 25% of the ‘transferred value’ of the transfer. The scheme manager and member are jointly and severally liable to pay the tax charge. Not all transfers are subject to the overseas transfer charge. For guidance on when this charge will apply go to PTM102200.,True
PTM113100,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes,Liability to the overseas transfer charge can also arise after a transfer to a QROPS due to a change in circumstances. ](https://www.gov.uk/hmrc-internal-manuals/pensions-tax-manual/ptm102400) explains when liability to the overseas transfer charge arises after a transfer.,True
PTM125500,PTM125500 Pre A-Day Investments,Works done wholly to comply with a statutory requirement or requirement of a public body will not endanger protection. An example of this would be work done to comply with fire safety requirements of a fire authority. However this does not extend to work that is undertaken to satisfy such regulations as part of a wider scheme of improvement of the property.,True
PTM125500,PTM125500 Pre A-Day Investments,In the case of an investment-regulated pension scheme that before 6 April 2006 was a self-invested personal pension (SIPP) or a small self-administered scheme (SSAS) improvement work on a property that was held indirectly at 6 April 2006 will lose protection if that work was begun on or after 5 December 2005. If that work is not substantially completed until on or after 6 April 2006 then the property will become taxable property when it is substantially completed. If the work was substantially completed before 6 April 2006 it will become taxable property at that date. In either case the amount of the unauthorised payment is the market value on that date. This value is also taken as the acquisition cost for any capital gains calculation that is made in order to determine the amount of the scheme chargeable payment when the property is disposed of.,True
PTM125500,PTM125500 Pre A-Day Investments,Section 590 Schemes,True
PTM125500,PTM125500 Pre A-Day Investments,If a scheme was approved under the mandatory provisions of section 590 Income and Corporation Taxes Act 1988 after 5 December 2005 it has no transitional protection for any interests in taxable property held at 6 April 2006. If the pension scheme holds any such interest it is treated for the taxable property charges as acquiring the interest at market value on 6 April 2006. The amount of the unauthorised payment is the market value on that date. This value is also taken as the acquisition cost for any capital gains calculations to determine the scheme chargeable payment on disposal.,True
PTM125500,PTM125500 Pre A-Day Investments,Top of page,True
PTM125500,PTM125500 Pre A-Day Investments,Extension of transitional protection for indirect holdings,True
PTM125500,PTM125500 Pre A-Day Investments,There is transitional protection where a pension scheme legitimately held indirect interests at 6 April 2006 and the indirect vehicle after that date acquires interests in taxable property. There are different conditions for residential property and tangible moveable property.,True
PTM125500,PTM125500 Pre A-Day Investments,An example of these indirect interests is an investment-regulated pension scheme that before 6 April 2006 was a Small Self-Administered Scheme (SSAS) was permitted to invest in shares of any unquoted company up to a limit of 30% of the voting power or 30% of the dividend rights.,True
PTM125500,PTM125500 Pre A-Day Investments,The six conditions for transitional protection to apply in respect of residential property are:,True
PTM125500,PTM125500 Pre A-Day Investments,the pension scheme acquired the interest in the vehicle that it holds on 6 April 2006 before that date,True
PTM125500,PTM125500 Pre A-Day Investments,the pension scheme was not prohibited from holding the interest in the vehicle before 6 April 2006,True
PTM125500,PTM125500 Pre A-Day Investments,immediately before 6 April 2006 the vehicle had a residential property rental business and held five or more residential properties for that rental business,True
PTM125500,PTM125500 Pre A-Day Investments,"between 6 April 2006 and the date when the vehicle acquires a direct interest in residential property, the pension scheme never holds an interest in the vehicle that it would have been prohibited from holding if it had held that interest immediately before 6 April 2006",True
PTM125500,PTM125500 Pre A-Day Investments,the vehicle acquires the direct interest in residential property for the purposes of its property rental business,True
PTM125500,PTM125500 Pre A-Day Investments,the property once acquired is not occupied or used by a member of the pension scheme or by a person connected with such a member.,True
PTM125500,PTM125500 Pre A-Day Investments,The four conditions for transitional protection to apply in respect of tangible moveable property are:,True
PTM125500,PTM125500 Pre A-Day Investments,the pension scheme acquired before 6 April 2006 the interest in the vehicle that it holds on that date,True
PTM125500,PTM125500 Pre A-Day Investments,the pension scheme was not immediately before 6 April 2006 prohibited from holding that interest in the vehicle,True
PTM125500,PTM125500 Pre A-Day Investments,"between 6 April 2006 and the date on which the vehicle acquires a direct interest in the tangible moveable property, the pension scheme never holds an interest in the vehicle that it would have been prohibited from holding if it had held that interest immediately before 6 April 2006",True
PTM125500,PTM125500 Pre A-Day Investments,"the vehicle acquires the interest in the property for the purposes either of a trade, profession or vocation it carries on or of the vehicle’s administration or management.",True
PTM125500,PTM125500 Pre A-Day Investments,Top of page,True
PTM125500,PTM125500 Pre A-Day Investments,Extension of transitional protection for indirect holdings: Loss of protection,True
PTM125500,PTM125500 Pre A-Day Investments,Protection will be lost as set out in the following paragraphs. The indirect holding becomes taxable at the date of the first trigger event and the amount of the unauthorised payment is the market value on that date. This value is also taken as the acquisition cost for any capital gains calculations to determine the amount of the scheme chargeable payment on the disposal of the property.,True
PTM125500,PTM125500 Pre A-Day Investments,Residential Property,True
PTM125500,PTM125500 Pre A-Day Investments,Transitional protection is lost in respect of residential property when:,True
PTM125500,PTM125500 Pre A-Day Investments,"the pension scheme’s interest in the vehicle, which holds the property directly, changes such that the pension scheme would have been prohibited from holding that interest if the pension scheme had held it immediately before 6 April 2006",True
PTM125500,PTM125500 Pre A-Day Investments,the property ceases to be used for the purposes of the person’s property rental business,True
PTM125500,PTM125500 Pre A-Day Investments,the property is occupied or used by a member of the pension scheme or by a person connected with such a member.,True
PTM125500,PTM125500 Pre A-Day Investments,Tangible Moveable Property,True
PTM125500,PTM125500 Pre A-Day Investments,Transitional protection is lost in respect of tangible moveable property when either:,True
PTM125500,PTM125500 Pre A-Day Investments,"the interest the pension scheme has in the vehicle, which holds the property directly, changes such that the pension scheme would have been prohibited from holding that interest if the pension scheme had held it immediately before 6 April 2006",True
PTM125500,PTM125500 Pre A-Day Investments,"the tangible moveable property, while still held by the vehicle directly, ceases to be used for the purposes either of the trade, profession or vocation it carries on or for the vehicle’s administration or management.",True
PTM125500,PTM125500 Pre A-Day Investments,Top of page,True
PTM125500,PTM125500 Pre A-Day Investments,Summary,True
PTM125500,PTM125500 Pre A-Day Investments,Most of the transitional protection rules were set out in a technical note issued on the day of the 2005 pre-budget report (PBR) (5th December 2005). The table below sets out the announcement that was made at that time and sets out the transitional provisions by reference to different scheme types.,True
PTM125500,PTM125500 Pre A-Day Investments,Clarification and guidance on the pre 6 April 2006 pension rules can be found at,True
PTM125500,PTM125500 Pre A-Day Investments,There will be no protection for any off-plan purchases made after PBR Day.,True
PTM125500,PTM125500 Pre A-Day Investments,"Where a property was purchased by a SSAS under the pre 1991 rules the investment will be protected, provided it is not materially improved (unless for a statutory requirement) after midnight on PBR day. There will be no protection if there is any post-PBR material improvement expenditure (unless for a statutory requirement).",True
PTM125500,PTM125500 Pre A-Day Investments,There will be no protection if the indirect investment is not allowed under the current regime.,True
PTM125500,PTM125500 Pre A-Day Investments,No protection for any investments in residential property made by small mandatory approved schemes set up and approved after midnight on PBR day.,True
PTM125500,PTM125500 Pre A-Day Investments,in the table PBR means 5 December 2005,True
PTM125500,PTM125500 Pre A-Day Investments,in the table A-Day means 6 April 2006.,True
PTM125500,PTM125500 Pre A-Day Investments,All terminology and reference to scheme types relates to the pension rules applying pre A Day. Refer to the relevant pre A-Day guidance manuals for those schemes for any clarification of the terms and rules.,True
PTM125500,PTM125500 Pre A-Day Investments,Purchases regarded as having been made,True
PTM125500,PTM125500 Pre A-Day Investments,"In the table above, a purchase is regarded as having been made where:",True
PTM125500,PTM125500 Pre A-Day Investments,"both exchange of contracts and completion; or conclusion of unconditional missives and the settlement of the transaction, has taken place before the appropriate time (the appropriate time will, depending on the context, be either midnight on PBR day or midnight on 5 April 2006)",True
PTM125500,PTM125500 Pre A-Day Investments,"exchange of contracts or conclusion of unconditional missives takes place before the appropriate time, or",True
PTM125500,PTM125500 Pre A-Day Investments,there is some other binding obligation to purchase before the appropriate time.,True
PTM125500,PTM125500 Pre A-Day Investments,Purchases regarded as not having been made,True
PTM125500,PTM125500 Pre A-Day Investments,A purchase will not be regarded as having been made at the appropriate time where:,True
PTM125500,PTM125500 Pre A-Day Investments,"exchange of contracts or conclusion of unconditional missives takes place after the appropriate time, or",True
PTM125500,PTM125500 Pre A-Day Investments,"the scheme is not legally bound to purchase prior to the appropriate time so, for example, the purchase of an option to buy property would not count.",True
PTM125500,PTM125500 Pre A-Day Investments,Improvement expenditure is regarded as having been made before an appropriate time where:,True
PTM125500,PTM125500 Pre A-Day Investments,"the scheme has, before that time, entered into a binding contract for the work to be carried out, or",True
PTM125500,PTM125500 Pre A-Day Investments,"the work is not subject to a binding contract, but, before that time, a substantial amount of the works have been carried out.",True
PTM125500,PTM125500 Pre A-Day Investments,Where a SIPP had acquired a property - for example off-plan - with the intention of holding it as an investment but as a result of the taxable property changes announced at the 2005 pre-budget report the decision was taken to dispose of that property it is not axiomatic that this disposal would be classified as “trading”. Each situation is decided on its own particular facts and general guidance regarding the approach to be taken in determining whether a transaction is to be regarded as trading or investment can be found in the Business Income Manual from BIM60000 onwards.,True
PTM125500,PTM125500 Pre A-Day Investments,"But if the asset was acquired with the intention to hold as an investment (See BIM60030) and was disposed of following the taxable property changes, unless there has been a change of intention (of the type discussed in BIM60060) normally resulting in some form of physical change to the asset, this transaction is unlikely to be regarded as a trading one.",True
PTM125500,PTM125500 Pre A-Day Investments,"In the case of off-plan, the fact that it was in the process of being developed at 5 December 2005 in accordance with the contract originally entered into between the developer and the SIPP, would not make it a trading transaction for the SIPP where the development continues.",True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,For this purpose a member is ‘connected’ to a sponsoring employer at the date of death where:,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,if the sponsoring employer is a partnership,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,"the member is ‘connected’ with a partner in the partnership, or",True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,‘connected’ with a person who was a partner in the partnership at any time during the year preceding the member’s death,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,or,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,if the sponsoring employer is a company:,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,"the member is, at the date of death, a ‘controlling director’ of the company, or",True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,"was a ‘controlling director’ of the company at any time in the year preceding the member’s death, or",True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,"the member is ‘connected’ with a person who is a ‘controlling director’ of the company at the date of the member’s death, or",True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,was a ‘controlling director’ of the company at any time during the year preceding the member’s death.,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,Guidance on whether a person is ‘connected’ with another person is at PTM027000,True
PTM145300,PTM145300 Conditions For Authorised Surplus Payments,"A ‘controlling director’ is a director to whom section 450 and 452 Corporation Tax Act 2010 applies (re-written from section 417(5)(b) with (3),(4)and(6)) of the Income and Corporation Taxes Act 1988).",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"there is a pension input amount for a possible other money purchase provision (‘amount B’) and a pension input amount for a possible defined benefits provision (amount C) only and amounts B and C are the same, or",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"there is a pension input amount for a possible cash balance provision (amount A), a pension input amount for a possible other money purchase provision (amount B) and a pension input amount for a possible defined benefits provision (amount C) and amount C is the same as whichever is the greater of amounts A and B",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"amount C does not apply and the pension input amount for the hybrid arrangement for the relevant tax year is taken as amount A or B, as applicable for the hybrid arrangement concerned.",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"Where there are such pension input amounts for the hybrid arrangement, the pension input amount for the possible other money purchase or cash balance provision is used as part of the money purchase annual allowance test instead of the pension input amount for the possible defined benefits provision.",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Pre-14 October 2014 hybrid arrangements,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,A pre-14 October 2014 hybrid arrangement means an arrangement that has been a hybrid arrangement from a date before 14 October 2014 and has continuously remained a hybrid arrangement since that date up to any point during the pension input period for the arrangement ending in the relevant tax year.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,14 October 2014 hybrid arrangements,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,A 14 October 2014 hybrid arrangement means a hybrid arrangement that was made on or after 14 October 2014 or an arrangement which became a hybrid arrangement (whether or not for the first time) on or after 14 October 2014.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Alternative annual allowance,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,The alternative annual allowance means the annual allowance for the tax year concerned less the money purchase annual allowance.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"For tax years 2017-18 onwards, the alternative annual allowance is £36,000 (being £40,000 less £4,000). ",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"For tax year 2016-17, the alternative annual allowance is £30,000 (being £40,000 less £10,000).",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Top of page,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Pension savings statements content - for tax year 2015-16 only,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Tax year 2015-16 is split into two ‘mini’ tax years for annual allowance purposes (see PTM058010 for more details).,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"Despite this, when required to do so, a single pension savings statement is issued for tax year 2015-16.",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,When a standard pension savings statement must be given for tax year 2015-16 is explained in PTM167100.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,The circumstances for when a money purchase pension savings statement must be given for tax year 2015-16 are the same as those for a later tax year (See list at Top of page).,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Standard pension savings statement - content for tax year 2015-16,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,The standard pension savings statement for tax year 2015-16 must contain all the following information:,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,the total of the pension input amounts for the member for all their arrangements under the scheme for the pre-alignment tax year,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,the total of the pension input amounts for the member for all their arrangements under the scheme for the post-alignment tax year,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"the total of the pension input amounts for the member for all their arrangements under the scheme for the previous three tax years (i.e. tax years 2014-15, 2013-14, 2012-13), and",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"the amount of the annual allowance for the previous three tax years (i.e. tax years 2014-15, 2013-14, 2012-13). ",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Note: the amount of the annual allowance for tax year 2015-16 does not have to be included.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Money purchase pension savings statement - content for tax year 2015-16,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,The money purchase pension savings statement for tax year 2015-16 must contain all the following information:,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"amounts 1, 2, 3, 4 and 5, as applicable, for the member under the scheme for the pre-alignment tax year",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"amounts 1, 2, 3, 4 and 5, as applicable, for the member under the scheme for the post-alignment tax year",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"the annual allowance for each of the three previous tax years (i.e. tax years 2014-15, 2013-14, 2012-13), and",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"the total of the pension input amounts for the member for all their arrangements under the scheme for the previous three tax years (i.e. tax years 2014-15, 2013-14, 2012-13). ",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Note: the amount of the money purchase and alternative annual allowances for tax year 2015-16 do not have to be included.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Amounts 1 to 5 for the pre and post-alignment tax years are the same as those described in the section Money purchase pension savings statements content – for tax years 2016-17 onwards above.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Top of page,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Information about tax year 2015-16 as a previous tax year,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,The sections Standard pension savings statements content - for tax years 2016-17 onwards and Money purchase pension savings statements content – for tax years 2016-17 onwards above each explain that a pension savings statement for a current tax year must contain certain information relating to the previous three tax years.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"When a pension savings statement for a current tax year includes tax year 2015-16 as one of the three previous tax years for which information must be given, the information given for tax year 2015-16 as previous tax year is modified as follows.",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Tax year 2015-16 as a previous tax year in a standard pension savings statement,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"In a standard pension savings statement that includes information for 2015-16 as a previous tax year, the following applies in respect of that 2015-16 previous tax year information:",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"the total of the pension input amounts for the member for all their arrangements under the scheme for tax year 2015-16 must be provided separately for the pre and post-alignment tax years, and",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,the annual allowance amount for tax year 2015-16 does not have to be provided.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Tax year 2015-16 as a previous tax year in a money purchase pension savings statement,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"In a money purchase pension savings statement that includes information for 2015-16 as a previous tax year, the following applies in respect of that 2015-16 previous tax year information:",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,where the scheme administrator had reason to believe that the money purchase annual allowance applied to the member for tax year 2015-16 ,True
