ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,paraCount,textLevTotal
OT21515,32.0,36.0,View changes,Onshore Allowance - Generation Of The Onshore Allowance,13.0,17.0,3751.0
OT21520,20.0,26.0,View changes,Onshore Allowance - Reduction Of Adjusted Ring Fence Profits,12.0,18.0,1623.0
OT21525,21.0,25.0,View changes,Onshore Allowance - Activated And Unactivated Onshore Allowance The Basic Calculation Rules,10.0,17.0,1427.0
OT21540,2.0,4.0,View changes,Onshore Allowance - Transfers Of Allowance On Disposal Of Equity Share,0.0,16.0,0.0
OT21600,216.0,240.0,View changes,Hire Of Relevant Assets: Contents,4.0,7.0,222.0
OT21601,2.0,4.0,View changes,Hire Of Relevant Assets - Introduction,0.0,11.0,0.0
OT21605,1.0,3.0,View changes,Hire Of Relevant Assets - Scope Of Legislation,2.0,10.0,2.0
OT21610,0.0,2.0,View changes,Hire Of Relevant Assets - Effect Of Being Within CTA2010\S285A,1.0,9.0,1.0
OT21615,0.0,2.0,View changes,Hire Of Relevant Assets - Anti Avoidance Provision,1.0,7.0,1.0
OT22000,245.0,512.0,View changes,Interest And Financing: Contents,10.0,14.0,249.0
OT22002,2.0,4.0,View changes,Transactions Across The Ring Fence,0.0,10.0,0.0
OT22005,11.0,13.0,View changes,Summary Of The Statutory Provisions,0.0,17.0,0.0
OT22006,7.0,9.0,View changes,Qualifying Loans,0.0,15.0,0.0
OT22014,1.0,3.0,View changes,Charges Which Were Not Allowed Against Ring Fence Profits,0.0,6.0,0.0
OT22020,1.0,3.0,View changes,Sale And Leaseback Finance Charges,0.0,6.0,0.0
OT25999,211.0,1100.0,View changes,Capital Allowances: Contents,10.0,14.0,243.0
OT26001,0.0,2.0,View changes,Introduction,1.0,10.0,1.0
OT26002,2.0,4.0,View changes,Meaning Of Oil & Gas Exploration And Appraisal,0.0,10.0,0.0
OT26005,3.0,5.0,View changes,Judicial Comment On Scientific Research And Oil Exploration,0.0,10.0,0.0
OT26007,2.0,4.0,View changes,Joint Memorandum Of 1967,0.0,7.0,0.0
OT26008,0.0,2.0,View changes,1967 Memorandum - Details,1.0,8.0,1.0
OT26016,3.0,5.0,View changes,1967 Memorandum - HMRC View On The Meaning Of Field,0.0,9.0,0.0
OT26017,2.0,4.0,View changes,1967 Memorandum - HMRC View On Exclusions,0.0,8.0,0.0
OT26018,3.0,5.0,View changes,1967 Memorandum - HMRC View On End Of Stage 3,0.0,8.0,0.0
OT26027,1.0,3.0,View changes,1967 Memorandum - Gaps Between Stages 3 And 4 In Oil Exploration And Development,0.0,6.0,0.0
OT26030,1.0,3.0,View changes,RDA Claims During Production Operations,0.0,6.0,0.0
OT26036,1.0,3.0,View changes,Geographical Scope Of Research And Development Allowances,0.0,6.0,0.0
OT26045,1.0,3.0,View changes,The Purchase Of The Results Of Past Exploration Work,0.0,10.0,0.0
OT26052,1.0,3.0,View changes,Disposal Of A Licence Interest,0.0,7.0,0.0
OT26054,3.0,5.0,View changes,Disposal Of A Licence For An Undeveloped Area,0.0,11.0,0.0
OT26056,1.0,3.0,View changes,The Allowance Of Certain Drilling Expenditure,1.0,9.0,1.0
OT26060,1.0,4.0,View changes,Farm-Ins,0.0,7.0,0.0
OT26080,719.0,1446.0,View changes,Exploration Expenditure Supplement: Contents,13.0,17.0,736.0
OT26081,0.0,3.0,View changes,Introduction,1.0,9.0,1.0
OT26083,1.0,4.0,View changes,Qualifying Companies And Qualifying Expenditure,0.0,11.0,0.0
OT26085,2.0,5.0,View changes,Accounting Periods,1.0,14.0,1.0
OT26088,2.0,10.0,View changes,Relevant Percentage For Calculating The EES,1.0,8.0,4.0
OT26090,4.0,7.0,View changes,Pre-Commencement Supplement,1.0,13.0,1.0
OT26091,2.0,5.0,View changes,Licence Disposals And Group Relief - Reductions To The Pre-Commencement Mixed Pool,0.0,10.0,0.0
OT26095,2.0,6.0,View changes,Post-Commencement Period,1.0,9.0,3.0
OT26097,0.0,3.0,View changes,Ring Fence Losses And Qualifying E&A Losses,1.0,12.0,1.0
OT26098,1.0,4.0,View changes,Pools Of Qualifying E&A Losses And Non Qualifying Losses,1.0,12.0,1.0
OT26099,2.0,5.0,View changes,Post-Commencement EES - Using The Pools,0.0,11.0,0.0
OT26100,2.0,5.0,View changes,Post Commencement EES Pools - Straddling Periods,1.0,8.0,2.0
OT26105,2070.0,4995.0,View changes,Ring Fence Expenditure Supplement: Contents,38.0,41.0,2192.0
OT26108,6.0,9.0,View changes,Conditions For Relief - Outline,3.0,14.0,5.0
OT26120,5.0,9.0,View changes,Limit On Number Of Accounting Periods For Which Supplement May Be Claimed,1.0,9.0,1.0
OT26130,4.0,7.0,View changes,Pre-Commencement Supplement,2.0,8.0,3.0
OT26140,10.0,13.0,View changes,The Mixed Pool Of Qualifying Pre-Commencement Expenditure And Supplement,2.0,18.0,2.0
OT26145,1.0,4.0,View changes,Pre-Commencement Mixed Pool - Reduction In Respect Of Disposal Proceeds Under The Capital Allowance Act,1.0,7.0,1.0
OT26150,1.0,5.0,View changes,Pre-Commencement Pool - Reduction In Respect Of Unrelieved Group Ring Fence Profits,1.0,6.0,1.0
OT26155,1.0,4.0,View changes,Supplement In Respect Of A Post-Commencement Period,2.0,9.0,2.0
OT26160,3.0,6.0,View changes,Ring Fence Losses And Qualifying And Non-Qualifying E&A Losses,1.0,7.0,1.0
OT26165,3.0,6.0,View changes,Ring Fence Loss - The Special Rule For Straddling Periods,0.0,10.0,0.0
OT26190,2.0,5.0,View changes,Calculating The Supplement Due,3.0,8.0,5.0
OT26200,1462.0,2885.0,View changes,Capital Allowances - Extended Ring Fence Expenditure Supplement For Onshore Activities : Contents,17.0,21.0,1648.0
OT26201,0.0,4.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities- Introduction,1.0,5.0,1.0
OT26203,44.0,47.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline,16.0,18.0,4450.0
OT26205,2.0,5.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Relevant Percentage,0.0,7.0,0.0
OT26220,2.0,5.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Unrelieved Group Ring Fence Profits,1.0,7.0,1.0
OT26225,0.0,3.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Pre-Commencement Additional Supplement,0.0,8.0,0.0
OT26230,3.0,6.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Qualifying Pre-Commencement Onshore Expenditure,0.0,13.0,0.0
OT26235,4.0,7.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - The Mixed Pool Of Qualifying Pre-Commencement Onshore Expenditure And Supplement Previously Allowed,1.0,21.0,1.0
OT26240,1.0,3.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Reduction For Disposal Proceeds Under The Capital Allowances Act From The Pre-Commencement Mixed Pool,0.0,8.0,0.0
OT26245,1.0,3.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Reduction In Respect Of Unrelieved Group Ring Fence Profits From The Pre-Commencement Mixed Pool,0.0,9.0,0.0
OT26265,0.0,2.0,View changes,Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities: The Reference Amount For A Post-Commencement Period,0.0,5.0,0.0
OT26300,891.0,1703.0,View changes,Capital Allowances - Mineral Extraction Allowance: Contents,17.0,21.0,923.0
OT26315,2.0,4.0,View changes,Capital Allowances: Mineral Extraction Allowance - Rates Of Writing Down Allowances,0.0,14.0,0.0
OT26320,6.0,8.0,View changes,Capital Allowances: Mineral Extraction Allowance - Acquisition Of A Mineral Asset Owned By A Previous Trader (Second Hand Assets),1.0,17.0,1.0
OT26325,1.0,3.0,View changes,Capital Allowances: Mineral Extraction Allowance - Acquisition Of An Oil Licence From A Non Trader,0.0,6.0,0.0
OT26330,1.0,3.0,View changes,Capital Allowances: Mineral Extraction Allowance - Acquisition Of Other Assets From Non-Traders,0.0,6.0,0.0
OT26335,0.0,2.0,View changes,Capital Allowances: Mineral Extraction Allowance - Limitations On Qualifying Expenditure On Second Hand Assets,1.0,9.0,1.0
OT26340,1.0,3.0,View changes,Capital Allowances: Mineral Extraction Allowance - Definition Of Mineral Asset,0.0,7.0,0.0
OT26350,1.0,3.0,View changes,Capital Allowances: Mineral Extraction Allowance - Qualifying And Non-Qualifying Expenditure,0.0,7.0,0.0
OT26355,5.0,7.0,View changes,Capital Allowances: Mineral Extraction Allowance - Qualifying Expenditure In Oil Trades,1.0,20.0,1.0
OT26370,3.0,5.0,View changes,Capital Allowances: Mineral Extraction Allowance - Disposal Events And Disposal Values,0.0,13.0,0.0
OT26380,3.0,5.0,View changes,Capital Allowances: Mineral Extraction Allowance - Balancing Allowances And Charges,0.0,8.0,0.0
OT26390,2.0,4.0,View changes,Capital Allowances: Mineral Extraction Allowance - Pre-Trading Expenditure,0.0,7.0,0.0
OT26395,1.0,3.0,View changes,Capital Allowances: Mineral Extraction Allowance - Migration To UK Residence,0.0,5.0,0.0
OT26400,230.0,369.0,View changes,Industrial Buildings Or Structures: Contents,4.0,8.0,232.0
OT26401,2.0,4.0,View changes,Industrial Buildings Or Structures - The Application Of IBA To The Oil & Gas Industry,0.0,7.0,0.0
OT26402,1.0,3.0,View changes,Industrial Buildings Or Structures - Initial Treatment Or Initial Storage Of Oil In A CT Ring Fence Trade,0.0,10.0,0.0
OT26403,0.0,2.0,View changes,Industrial Buildings Or Structures - Buildings Constructed For Occupation By Or For Welfare Of Employees,1.0,9.0,1.0
OT26500,252.0,452.0,View changes,Capital Allowances - Plant And Machinery: Contents,6.0,10.0,253.0
OT26506,0.0,2.0,View changes,Capital Allowances: Plant And Machinery - CT Ring Fence Trades,1.0,7.0,1.0
OT26508,1.0,3.0,View changes,Capital Allowances: Plant And Machinery - Transfers Of Interests In Oil Fields,0.0,11.0,0.0
OT26600,185.0,585.0,View changes,Capital Allowances - Long Life Assets: Contents,5.0,9.0,208.0
OT26602,2.0,4.0,View changes,Capital Allowances: Long Life Assets - Brief Outline,0.0,11.0,0.0
OT26603,3.0,5.0,View changes,Capital Allowances: Long Life Assets - Expenditure Excluded From Being On Long Life Assets - Ships And Offshore Installations,0.0,13.0,0.0
OT26608,1.0,3.0,View changes,Capital Allowances: Long Life Assets - Are Floating Production Storage And Offloading Vessels Long Life Assets?,0.0,7.0,0.0
OT26680,885.0,1761.0,View changes,Production Sharing Contracts: Contents,17.0,20.0,885.0
OT26685,2.0,4.0,View changes,Production Sharing Contracts - What Is A PSC?,0.0,8.0,0.0
OT26700,1.0,3.0,View changes,Production Sharing Contracts - Capital Allowances And Ownership,0.0,7.0,0.0
OT26710,2.0,4.0,View changes,Production Sharing Contracts - Deemed Ownership Of Assets,0.0,7.0,0.0
OT26740,1.0,3.0,View changes,Production Sharing Contracts - The Scope Of The PSC Rules On Plant And Machinery,0.0,8.0,0.0
OT26750,3.0,5.0,View changes,Production Sharing Contracts - Ownership Terms,0.0,8.0,0.0
OT26755,1.0,3.0,View changes,Production Sharing Contracts - Provision Of Plant And Machinery,0.0,6.0,0.0
OT26760,3.0,5.0,View changes,Production Sharing Contracts - Trade Use And Qualifying Purposes,0.0,9.0,0.0
OT26770,3.0,6.0,View changes,Production Sharing Contracts - Anti-Avoidance Provisions And “Carry” Arrangements,0.0,8.0,0.0
OT26775,1.0,5.0,View changes,Production Sharing Contracts - Triggering Relief For Deemed Ownership,0.0,6.0,0.0
OT26780,3.0,6.0,View changes,Production Sharing Contracts - The Pool Value On Migration Into The UK,0.0,9.0,0.0
OT26785,7.0,10.0,View changes,Production Sharing Contracts - Cessation Of Relief And Disposal Value,0.0,15.0,0.0
OT28010,10.0,15.0,View changes,Outline Of The Legislation,7.0,14.0,318.0
OT28020,1121.0,2357.0,View changes,General Decommissioning Expenditure: Contents,16.0,20.0,1140.0
OT28040,2.0,5.0,View changes,Meaning Of General Decommissioning Expenditure,2.0,16.0,2.0
OT28050,3.0,6.0,View changes,Further Definitions,0.0,25.0,0.0
OT28060,2.0,5.0,View changes,"Decommissioned Plant And Machinery Used Partly For A Non Ring Fence Trade, Expenditure Incurred On Or After 12 March 2008 And Before 22 April 2009",1.0,9.0,1.0
OT28080,0.0,2.0,View changes,Relief For Expenditure Incurred Before Cessation Of Ring Fence Trade And On Or After 12 March 2008,3.0,11.0,3.0
OT28100,3.0,6.0,View changes,Relief For Expenditure Incurred Before Cessation Of Ring Fence Trade And On Or Before 11 March 2008,1.0,15.0,1.0
OT28205,2.0,5.0,View changes,Relief For Expenditure Incurred After Cessation Of Ring Fence Trade And On Or After 22 April 2009,3.0,32.0,3.0
OT28210,4.0,7.0,View changes,Meaning Of Post-Cessation Period On Or After 12 March 2008,1.0,15.0,1.0
OT28300,490.0,1098.0,View changes,Expenditure Connected With Reuse Of Offshore Oil Infrastructure: Contents,5.0,9.0,490.0
OT28310,2.0,5.0,View changes,Expenditure Qualifying For Writing Down Allowances,4.0,14.0,5.0
OT28320,1.0,4.0,View changes,Exceptions To Expenditure Qualifying For Writing Down Allowances,0.0,14.0,0.0
OT28350,3.0,6.0,View changes,Writing Down Allowances For The Net Cost Of Demolition,0.0,7.0,0.0
OT28400,0.0,3.0,View changes,Expenditure On And Under Abandonment Guarantees,0.0,7.0,0.0
OT28410,1.0,4.0,View changes,Meaning Of Abandonment Guarantee,0.0,9.0,0.0
OT28420,0.0,3.0,View changes,Relief For Reimbursement Expenditure Under Abandonment Guarantees,1.0,8.0,1.0
OT28430,2.0,5.0,View changes,Relief For Expenditure Incurred By A Participator In Meeting A Defaulter’S Abandonment Expenditure,1.0,11.0,2.0
OT28440,2.0,6.0,View changes,Reimbursement By Defaulter In Respect Of Abandonment Expenditure,0.0,11.0,0.0
OT28460,2.0,5.0,View changes,Buying Out Abandonment Obligations,0.0,10.0,0.0
OT28470,2.0,5.0,View changes,Relief For Contributions To Trust Funds,0.0,7.0,0.0
OT28600,423.0,684.0,View changes,Decommissioning Security Agreements: Contents,6.0,10.0,430.0
OT28601,1.0,4.0,View changes,Introduction,0.0,8.0,0.0
OT28605,1.0,4.0,View changes,Tax Treatment Of Sums Paid Into The Trust,0.0,6.0,0.0
OT28610,2.0,5.0,View changes,Tax Treatment Of Income Arising To The Trust,0.0,10.0,0.0
OT28620,1.0,3.0,View changes,Tax Treatment Of Sums Paid Out To Meet The Costs Of Decommissioning,0.0,5.0,0.0
OT28700,260.0,478.0,View changes,Decommissioning Certainty: Contents,6.0,8.0,410.0
OT28703,28.0,32.0,View changes,Outline Of The Legislation,1.0,11.0,7.0
OT28707,30.0,38.0,View changes,Other Provisions,8.0,20.0,1457.0
OT28710,1.0,3.0,View changes,Other Provisions - Schedule 31,0.0,10.0,0.0
OT28712,2.0,4.0,View changes,Other Provisions - Schedule 32,0.0,7.0,0.0
OT30000,195.0,427.0,View changes,Capital Gains: Contents,14.0,18.0,220.0
OT30001,3.0,65.0,View changes,Capital Gains,0.0,7.0,0.0
OT30008,284.0,451.0,View changes,Licences For Exploration And Exploitation: Contents,5.0,9.0,297.0
OT30011,6.0,8.0,View changes,Licences For Exploration And Exploitation - Onshore Licences,0.0,16.0,0.0
OT30018,105.0,258.0,View changes,Farm Outs: Contents,4.0,8.0,111.0
OT30021,2.0,4.0,View changes,Farm Outs - Exploration,0.0,9.0,0.0
OT30022,2.0,4.0,View changes,Farm Outs - Developments,0.0,7.0,0.0
OT30023,2.0,4.0,View changes,Farm Outs - Production,0.0,6.0,0.0
OT30038,457.0,1104.0,View changes,Undeveloped Areas: Contents,13.0,17.0,465.0
OT30040,1.0,3.0,View changes,Undeveloped Areas - Introduction,0.0,6.0,0.0
OT30041,1.0,3.0,View changes,Undeveloped Areas - Overseas Licences,0.0,6.0,0.0
OT30043,3.0,5.0,View changes,Undeveloped Areas - Definitions - 1,0.0,10.0,0.0
OT30045,3.0,5.0,View changes,Undeveloped Areas - Three Dimensional Co-Ordinates,0.0,12.0,0.0
OT30075,1.0,3.0,View changes,"Computational Points - Full Disposal, No Cash Consideration",0.0,6.0,0.0
OT30077,1.0,3.0,View changes,Computational Points - Definition Of A Part Disposal,0.0,6.0,0.0
OT30098,227.0,357.0,View changes,Drilling Expenditure: Contents,6.0,10.0,234.0
OT30101,3.0,5.0,View changes,Drilling Expenditure - Amount Of Deduction,0.0,13.0,0.0
OT30106,2.0,4.0,View changes,Drilling Expenditure - Intangible Drilling Costs Of Production Wells,0.0,8.0,0.0
OT30125,550.0,1296.0,View changes,Consideration Other Than Cash: Contents,12.0,16.0,680.0
OT30131,2.0,4.0,View changes,Subordinated Interests,1.0,7.0,1.0
OT30132,3.0,6.0,View changes,Development Carry,1.0,8.0,1.0
OT30133,2.0,5.0,View changes,Licence Swaps - Disposals Made Before 22 April 2009,2.0,10.0,2.0
OT30134,2.0,6.0,View changes,Work Obligation,0.0,8.0,0.0
OT30135,1.0,4.0,View changes,Agreement Of The Farmer In To Valuation,0.0,8.0,0.0
OT30136,1.0,4.0,View changes,Licence Swaps - Licence Only Consideration - Disposals Made On Or After 22 April 2009,1.0,14.0,1.0
OT30137,0.0,3.0,View changes,Licence Swaps - Mixed Consideration Received - Disposals Made On Or After 22 April 2009,1.0,16.0,1.0
OT30138,0.0,3.0,View changes,Licence Swaps - Mixed Consideration Given - Disposals Made On Or After 22 April 2009,1.0,8.0,1.0
OT30150,151.0,239.0,View changes,Allowable Costs: Contents,5.0,9.0,165.0
OT30151,1.0,4.0,View changes,Allowable Costs - Drilling Costs,0.0,6.0,0.0
OT30152,3.0,7.0,View changes,Allowable Costs - Wasting Asset Rules,0.0,11.0,0.0
OT30153,3.0,6.0,View changes,Allowable Costs - Wasting Asset Rebasing To March 1982,0.0,17.0,0.0
OT30155,3.0,6.0,View changes,Allowable Costs - Rebasing Where The Cost Of The Licence Is Nil,0.0,8.0,0.0
OT30200,290.0,690.0,View changes,Rebasing Of Assets Held At 31 March 1982: Contents,5.0,9.0,290.0
OT30215,1.0,4.0,View changes,Rebasing Of Assets Held At 31 March 1982 - Excluded Shares,0.0,10.0,0.0
OT30295,1026.0,2087.0,View changes,Valuation Of Oil Assets Including Shares: Contents,18.0,22.0,1046.0
PAYE-MANUAL,0.0,2.0,View changes,PAYE Manual,0.0,117.0,0.0
PAYE001,232.0,277.0,View changes,Business Calendar (Internal Use Only),10.0,34.0,764.0
PAYE10040,1.0,11.0,View changes,Coding: Double Taxation Relief,3.0,17.0,8.0
PAYE103000,0.0,2.0,View changes,Individual Records: Maintain Individual Details: Contents,0.0,40.0,0.0
PAYE103035,0.0,3.0,View changes,RLS Correspondence,0.0,30.0,0.0
PAYE103045,0.0,3.0,View changes,Agent Details: Non CESA Agents,0.0,44.0,0.0
PAYE130025,262.0,349.0,View changes,Allowances,207.0,210.0,32947.0
PAYE130063,54.0,57.0,View changes,Third Party Information Disputes Process,0.0,3.0,0.0
PAYE5015,0.0,2.0,View changes,Payroll Alignment,0.0,13.0,0.0
PAYE5025,0.0,2.0,View changes,Submission Types,0.0,52.0,0.0
PAYE53000,0.0,2.0,View changes,Employer Returns: Employer Return Work Lists: Contents,0.0,27.0,0.0
PAYE53012,0.0,2.0,View changes,Post Capture - 2007-08 Onwards (Action Guide),0.0,26.0,0.0
PAYE53015,0.0,2.0,View changes,EDI / Internet - Action By Employers Live Service Team,0.0,19.0,0.0
PAYE55000,0.0,4.0,View changes,Employer Returns: RTI Submissions: Contents,0.0,17.0,0.0
PAYE55010,0.0,4.0,View changes,Information,0.0,145.0,0.0
PAYE57000,0.0,2.0,View changes,P11D Processing: Logging Forms P11D: Contents,0.0,13.0,0.0
PAYE57035,0.0,2.0,View changes,Multiple Batches,0.0,12.0,0.0
PAYE57045,0.0,2.0,View changes,Dispatch Cover Sheet,0.0,7.0,0.0
PAYE57200,0.0,2.0,View changes,P11D Processing: Processing And Retrieving Forms P11D: Contents,0.0,27.0,0.0
PAYE57275,0.0,2.0,View changes,Exiting A Batch,0.0,7.0,0.0
PAYE57305,0.0,2.0,View changes,Capture MARORS,0.0,10.0,0.0
PAYE57800,0.0,3.0,View changes,P11D Processing: QA/QC For Captured Forms P11D: Contents,0.0,12.0,0.0
PAYE58000,0.0,3.0,View changes,P11D Processing: ECS / NPS Inhibition Signal: Contents,0.0,9.0,0.0
PAYE62000,0.0,3.0,View changes,Employment Maintenance: Cease Employment: Contents,0.0,16.0,0.0
PAYE62020,0.0,2.0,View changes,Employers Using Computerised Stationery,0.0,14.0,0.0
PAYE62030,0.0,3.0,View changes,Capture Cessation Details,0.0,8.0,0.0
PAYE62040,0.0,3.0,View changes,Individual Becomes Self Employed,0.0,11.0,0.0
PAYE62055,0.0,3.0,View changes,Work Item 42 - P45 Part 1 - Tax Table Discrepancy,0.0,7.0,0.0
PIM2056,4647.0,7303.0,View changes,Restriction For Income Tax Purposes From 2017/18: Apportionment,19.0,20.0,9115.0
PTM000001,208.0,259.0,View changes,Glossary,33.0,68.0,362.0
PTM025500,0.0,3.0,View changes,Authorised Practitioner,1.0,21.0,1.0
PTM028000,0.0,4.0,View changes,Pension Age,1.0,24.0,1.0
PTM031200,54.0,58.0,View changes,Conditions For Registering A Pension Scheme,2.0,54.0,2.0
PTM032100,3384.0,3403.0,View changes,Applying To Register A Pension Scheme,30.0,47.0,7588.0
PTM032300,54.0,58.0,View changes,HMRC Registers The Scheme,0.0,12.0,0.0
PTM032400,29.0,32.0,View changes,HMRC Decides Not To Register The Scheme,0.0,7.0,0.0
PTM044100,0.0,3.0,View changes,Conditions,1.0,212.0,1.0
PTM051100,0.0,3.0,View changes,Essential Principles,0.0,190.0,0.0
PTM051200,0.0,3.0,View changes,When The Annual Allowance Charge Does Not Apply,0.0,58.0,0.0
PTM053000,0.0,2.0,View changes,Pension Input Amounts: Contents,0.0,16.0,0.0
PTM053330,16007.0,16518.0,View changes,Worked Examples: ‘Split Normal Pension Ages’,5.0,131.0,1417.0
PTM053710,0.0,2.0,View changes,Further Detail,1.0,105.0,1.0
PTM054000,0.0,2.0,View changes,Pension Increase Exchanges (Or ‘Pies’),0.0,12.0,0.0
PTM054400,0.0,2.0,View changes,Pre-6 April 2006 Inland Revenue Maximum Limits,0.0,60.0,0.0
PTM055000,0.0,2.0,View changes,Carry Forward: Contents,0.0,6.0,0.0
PTM055200,0.0,2.0,View changes,Calculating Unused Annual Allowance,0.0,79.0,0.0
PTM056110,0.0,2.0,View changes,Tax Charge: General,0.0,35.0,0.0
PTM056200,0.0,4.0,View changes,Telling HMRC,0.0,31.0,0.0
PTM057100,0.0,4.0,View changes,Annual Allowance,0.0,112.0,0.0
PTM058010,0.0,6.0,View changes,Transitional Rules For Tax Year 2015-16: General,0.0,27.0,0.0
PTM058080,0.0,4.0,View changes,Transitional Rules For Tax Year 2015-16: Pension Input Amounts: Defined Benefits And Cash Balance Arrangements: Deferred Members,1.0,94.0,1.0
PTM062210,0.0,4.0,View changes,Right To Take Benefits Before Normal Minimum Pension Age Of 55,1.0,37.0,1.0
PTM062800,0.0,2.0,View changes,Pensions: Pension Payments Authorised By Regulations,1.0,62.0,1.0
PTM063240,0.0,2.0,View changes,Applicable Amount,1.0,207.0,1.0
PTM063500,0.0,2.0,View changes,Trivial Commutation Lump Sum,1.0,144.0,1.0
PTM063600,0.0,2.0,View changes,Winding-Up Lump Sum,1.0,62.0,1.0
PTM063700,0.0,2.0,View changes,Small Pension Payments,1.0,183.0,1.0
PTM073010,0.0,3.0,View changes,Tax On Authorised Lump Sum Death Benefits,0.0,61.0,0.0
PTM088500,0.0,3.0,View changes,Summary Of The Process For Testing Bces Against The Lifetime Allowance When The Member Has Died,1.0,156.0,1.0
PTM088610,0.0,3.0,View changes,BCE 1 Designation Of Funds For Drawdown Pension During The Member's Lifetime,2.0,30.0,2.0
PTM088620,0.0,3.0,View changes,BCE 2 Entitlement To A Scheme Pension,2.0,157.0,2.0
PTM088630,0.0,3.0,View changes,BCE 3 Increase To A Scheme Pension In Payment,2.0,304.0,2.0
PTM088640,0.0,3.0,View changes,BCE 4 Purchase Of A Lifetime Annuity,2.0,64.0,2.0
PTM088650,0.0,3.0,View changes,"Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 5, 5A And 5B Age 75",2.0,101.0,2.0
PTM088660,0.0,3.0,View changes,BCE 5C And BCE 5D Relevant Unused Uncrystallised Funds Applied For Drawdown Or Annuity Following A Death,2.0,33.0,2.0
PTM088670,0.0,3.0,View changes,Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 6 Relevant Lump Sums,3.0,34.0,4.0
PTM088680,0.0,4.0,View changes,Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 7 Relevant Lump Sum Death Benefits,2.0,36.0,2.0
PTM088690,0.0,2.0,View changes,The Lifetime Allowance And The Lifetime Allowance Charge: Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 8 Transfer To QROPS,2.0,38.0,2.0
PTM088700,0.0,4.0,View changes,Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 9 Prescribed Authorised Member Payments,2.0,36.0,2.0
PTM092200,4569.0,4572.0,View changes,Protecting Pre-April 2006 Pension Rights: Divorce,7.0,27.0,2211.0
PTM092300,54.0,57.0,View changes,Protecting Pre-April 2006 Pension Rights: Primary Protection,1.0,98.0,2.0
PTM093210,16045.0,20221.0,View changes,Applying For Fixed Protection 2016 (FP 2016),43.0,67.0,12571.0
PTM093520,12212.0,12214.0,View changes,Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’,50.0,69.0,17813.0
PTM093700,0.0,2.0,View changes,Testing For Benefit Accrual,1.0,220.0,1.0
PTM094310,1360.0,1363.0,View changes,Valuing Pension Savings For Individual Protection 2016,178.0,187.0,48378.0
PTM095200,54.0,56.0,View changes,Pension Credit Factor,0.0,70.0,0.0
PTM095320,54.0,56.0,View changes,The Non-Residence Factor For Cash Balance Arrangements,0.0,40.0,0.0
PTM095330,54.0,56.0,View changes,The Non-Residence Factor For Other Money Purchase Arrangements,0.0,22.0,0.0
PTM095340,54.0,56.0,View changes,The Non-Residence Factor For Defined Benefits Arrangements,0.0,48.0,0.0
PTM095350,54.0,56.0,View changes,The Non-Residence Factor For Hybrid Arrangements,3.0,15.0,3.0
PTM095360,0.0,2.0,View changes,Notifications Procedure For The Non-Residence Factor,1.0,32.0,1.0
PTM095500,0.0,2.0,View changes,Applying Lifetime Allowance Enhancement Factors,2.0,60.0,2.0
PTM098000,29.0,31.0,View changes,Late Submission Of Notifications For Protection From The Lifetime Allowance Charge,0.0,65.0,0.0
PTM102000,0.0,2.0,View changes,Transfers From A Registered Pension Scheme To A QROPS,5.0,61.0,6.0
PTM102200,0.0,2.0,View changes,Transfers: Transfers To A QROPS: Essential Principles Of The Overseas Transfer Charge,6.0,70.0,7.0
PTM102300,0.0,2.0,View changes,When The Overseas Transfer Charge Doesn’T Apply – The Exclusion Conditions,5.0,52.0,7.0
PTM102350,0.0,3.0,View changes,Examples Of When A Transfer Is Not Subject To The Overseas Transfer Charge,2.0,23.0,2.0
PTM102400,0.0,4.0,View changes,When The Overseas Transfer Charge Arises Due To A Change In Circumstances After A Transfer,1.0,48.0,1.0
PTM102600,0.0,3.0,View changes,When The Overseas Transfer Charge May Be Repaid,4.0,104.0,4.0
PTM102700,0.0,3.0,View changes,Discharge From Liability To The Overseas Transfer Charge,1.0,23.0,1.0
PTM103000,0.0,3.0,View changes,Scheme Administrator Actions - Before The Transfer,4.0,52.0,4.0
PTM103100,0.0,3.0,View changes,Scheme Manager Actions – Before The Transfer,1.0,51.0,1.0
