ChapterNum,Title,Title,Para,Para
VATVAL01250,VATVAL01250 Background: Roles And Responsibilities,VATVAL01250 Background: Roles And Responsibilities,"If you are seeking policy advice on a particular case you should submit either a General Advice Request or a Technical Advice Request. Please go to our Getting Advice pages for more information. All request for Advice must be first referred to the VAT Advisory team, who will advise if the question needs to be forwarded.","If you are seeking policy advice on a particular case you should submit either a General Advice Request or a Technical Advice Request. Please see VPOLADV for more information. All request for Advice must be first referred to the VAT Advisory team, who will advise if the question needs to be forwarded."
VBANDG01800,VBANDG01800 Policy Responsibility And Advice,VBANDG01800 Policy Responsibility And Advice,"Before submitting a General or Technical Advice Request to the VAT Advisory Team for assistance on liability issues relating to supplies of betting, gaming and lotteries, please make sure that you have read this guidance and have looked at the Getting advice pages of the VAT Policy website.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
VBNB60440,VBNB60440 Shares With The Right To Nominate A Member,VBNB60440 Shares With The Right To Nominate A Member,Any difficulties with this issue should be referred by VAT staff to Registration Policy in VATAPPS. The normal route for HMRC staff for this is through the General Advice Request (GAR) or Technical Advice Request (TAR) as outlined at Indirect Tax – Getting advice about VAT and IPT.,Any difficulties with this issue should be referred by VAT staff to Registration Policy in VATAPPS. The normal route for HMRC staff for this is through the General Advice Request (GAR) or Technical Advice Request (TAR) as outlined in VPOLADV
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Background,BackgroundThe registration positionWorking out who should account for the subscription income
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,There are times when you may need to think about whether a parent body has to account for VAT on the income received by its sections or branches.,Background
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"Firstly, an umbrella organisation may have separate sections, each of which provides a different activity for its members. A common example would be a sports association having separate sections devoted to different sports. Members may pay their subscriptions solely to the parent organisation, solely to the section, or some to each.",There are times when you may need to think about whether a parent body has to account for VAT on the income received by its sections or branches.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"Secondly, a body may be organised at national, regional and local levels. A member paying a subscription to the local level may find that part of that money is transferred to the regional or national level as an affiliation fee.","Firstly, an umbrella organisation may have separate sections, each of which provides a different activity for its members. A common example would be a sports association having separate sections devoted to different sports. Members may pay their subscriptions solely to the parent organisation, solely to the section, or some to each."
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,The registration position,"Secondly, a body may be organised at national, regional and local levels. A member paying a subscription to the local level may find that part of that money is transferred to the regional or national level as an affiliation fee."
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Generally the bodies will be regarded as entities that are liable to register for VAT separately if the branches or sections can show they are both constitutionally and financially independent of the parent body.,Top of page
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,If you are unsure about this you should get hold of a copy of the constitution of each level of the body to work out the correct position. This will enable you to determine whether there are one or more entities that need to be registered.,The registration position
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,If the lower tiers:,Generally the bodies will be regarded as entities that are liable to register for VAT separately if the branches or sections can show they are both constitutionally and financially independent of the parent body.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,have no autonomy; and,If you are unsure about this you should get hold of a copy of the constitution of each level of the body to work out the correct position. This will enable you to determine whether there are one or more entities that need to be registered.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,simply incorporate the national body’s constitution into their own and add other rules to it,If the lower tiers:
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,they are unlikely to be separate entities for VAT purposes. There may be a list of rules or regulations if there is no formal constitution.,have no autonomy; and
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Whether there is a single or several entities is a question for Registration policy in VATAPPS. The normal route for HMRC staff for this is through the General Advice Request (GAR) or Technical Advice Request (TAR) as outlined at Indirect Tax – Getting advice about VAT and IPT.,simply incorporate the national body’s constitution into their own and add other rules to it
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Please note that HMRC has the right to deny separate registration if it is being used as a device by a single body to avoid tax.,they are unlikely to be separate entities for VAT purposes. There may be a list of rules or regulations if there is no formal constitution.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Working out who should account for the subscription income,Whether there is a single or several entities is a question for Registration policy in VATAPPS. The normal route for HMRC staff for this is through the General Advice Request (GAR) or Technical Advice Request (TAR) as outlined at VPOLADV
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"The position is easy to work out if the parent body is to account for all the supplies being made by itself and the sections. However, when a number of sections or tiers of an organisation are involved it is not always easy to identify the supplies being made at each level.",Please note that HMRC has the right to deny separate registration if it is being used as a device by a single body to avoid tax.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,To help you decide you should build up a package of relevant information. This package should contain all of the following:,Top of page
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Constitutions,Working out who should account for the subscription income
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,These will help you work out whether there are one or several entities. If you decide that there is only one entity that should be registered for VAT the issue of who should account for the subscription income resolves itself.,"The position is easy to work out if the parent body is to account for all the supplies being made by itself and the sections. However, when a number of sections or tiers of an organisation are involved it is not always easy to identify the supplies being made at each level."
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Subscriptions,To help you decide you should build up a package of relevant information. This package should contain all of the following:
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"You should get hold of full details of the amount of subscription paid by members of all categories. For example, associate members may pay a lower subscription than full members. This will enable you to work out what consideration is paid in return for particular supplies.",Constitutions
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Destination of subscriptions,These will help you work out whether there are one or several entities. If you decide that there is only one entity that should be registered for VAT the issue of who should account for the subscription income resolves itself.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,You must be able to work out exactly what happens to all of a member’s subscription once it has been collected. For example:,Subscriptions
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"Is the subscription collected by the local, regional or national level of the organisation?","You should get hold of full details of the amount of subscription paid by members of all categories. For example, associate members may pay a lower subscription than full members. This will enable you to work out what consideration is paid in return for particular supplies."
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,If collected locally is all or part of the money passed up to the regional or national levels?,Destination of subscriptions
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,How much of the subscription is retained by each level of the organisation?,You must be able to work out exactly what happens to all of a member’s subscription once it has been collected. For example:
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,Is any of the subscription received by the regional or national level returned to the lower levels of the organisation as a grant or subsidy towards their activities?,"Is the subscription collected by the local, regional or national level of the organisation?"
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,The answers to these questions should enable you to identify who gets the consideration. This will help you decide whether various tiers are receiving money in their own right or as agents for higher tiers.,If collected locally is all or part of the money passed up to the regional or national levels?
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,What supplies are made and to whom?,How much of the subscription is retained by each level of the organisation?
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"You should establish both what supplies are made by each tier of the organisation. You should also establish to whom they are made. The individual members, for example, could be receiving some benefits from the local club and others directly from the regional or national tiers.",Is any of the subscription received by the regional or national level returned to the lower levels of the organisation as a grant or subsidy towards their activities?
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,You should check for supplies that the tiers make to the levels of the organisation above and below them (rather than to the members).,The answers to these questions should enable you to identify who gets the consideration. This will help you decide whether various tiers are receiving money in their own right or as agents for higher tiers.
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"This information is crucial to working out correctly whether and, if so, to what extent, the income received from the members or other parts of the organisation constitutes consideration for the supplies that each makes.",What supplies are made and to whom?
VBNB60470,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,VBNB60470 Clubs In Sections And Multi-Tiered Bodies,"By identifying these supplies you will be able to work out whether, when a tier receives money, it is consideration or outside the scope income. If it is consideration you will be able to decide which liability to apply.","You should establish both what supplies are made by each tier of the organisation. You should also establish to whom they are made. The individual members, for example, could be receiving some benefits from the local club and others directly from the regional or national tiers."
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Definition of a Student Union,Definition of a Student UnionRegistration of UnionsFundingClubs and societiesClubs and societies which are part of a Student Union
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,"Student Unions have been established in all universities and university colleges. Some of the Unions are completely independent of the parent universities. All are in effect autonomous bodies even though provision may be made for them in the constitution of a university or college. Their aims are educational, recreational and representational.",Definition of a Student Union
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Junior Common Rooms (JCRs) at Colleges of the University of Oxford and the University of Cambridge are identical for VAT purposes to Student Unions at non-collegiate universities. The VAT treatment described in this part is also appropriate for JCRs and for University Athletic Unions which function as Student Unions with regard to sports activities.,"Student Unions have been established in all universities and university colleges. Some of the Unions are completely independent of the parent universities. All are in effect autonomous bodies even though provision may be made for them in the constitution of a university or college. Their aims are educational, recreational and representational."
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Registration of Unions,Junior Common Rooms (JCRs) at Colleges of the University of Oxford and the University of Cambridge are identical for VAT purposes to Student Unions at non-collegiate universities. The VAT treatment described in this part is also appropriate for JCRs and for University Athletic Unions which function as Student Unions with regard to sports activities.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Since the business activities of Student Unions are effectively independent of those of their parent institutions they should normally be registered separately for VAT in their own names.,Top of page
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Exceptionally a Union (other than a Union which is completely independent of a university) may be included in the VAT registration of its parent institution if the institution agrees.,Registration of Unions
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Funding,Since the business activities of Student Unions are effectively independent of those of their parent institutions they should normally be registered separately for VAT in their own names.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,a. Grants,Exceptionally a Union (other than a Union which is completely independent of a university) may be included in the VAT registration of its parent institution if the institution agrees.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,"A substantial part of a Union’s funding usually comes from the parent institution in the form of a block grant (usually called a ‘subvention’) or capitation fee. These grants are outside the scope of VAT, and any supplies of goods or services which are wholly funded by such grants are not made in the course of business.",Top of page
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,b. Subscriptions,Funding
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Subscriptions levied to members may include an element which is passed on to the National Union of Students as an affiliation fee. Such a payment is outside the scope of VAT for the Student Union because the NUS accounts for VAT on it. The rest of the subscription should be apportioned to reflect the nature of the supplies made to the members.,a. Grants
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Clubs and societies,"A substantial part of a Union’s funding usually comes from the parent institution in the form of a block grant (usually called a ‘subvention’) or capitation fee. These grants are outside the scope of VAT, and any supplies of goods or services which are wholly funded by such grants are not made in the course of business."
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,These may or may not be part of the Student Union.,b. Subscriptions
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,If a club or society is part the Union has to account for VAT on any supplies the club or society makes. If the club or society is not part it will be treated according to the normal registration rules.,Subscriptions levied to members may include an element which is passed on to the National Union of Students as an affiliation fee. Such a payment is outside the scope of VAT for the Student Union because the NUS accounts for VAT on it. The rest of the subscription should be apportioned to reflect the nature of the supplies made to the members.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,If the club or society does not consolidate its accounts with those of the Student Union it is a sign that it may not be part. The club or society will need to provide evidence of its independent identity.,Top of page
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Any difficulties with this issue should be referred by VAT staff to Registration Policy in VATAPPS. The normal route for HMRC staff for this is through the General Advice Request (GAR) or Technical Advice Request (TAR) as outlined at Indirect Tax – Getting advice about VAT and IPT.,Clubs and societies
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Any submission should include:,These may or may not be part of the Student Union.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,a copy of the constitution of the club concerned;,If a club or society is part the Union has to account for VAT on any supplies the club or society makes. If the club or society is not part it will be treated according to the normal registration rules.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,details of the Union to which it is affiliated or from which it claims to be independent;,If the club or society does not consolidate its accounts with those of the Student Union it is a sign that it may not be part. The club or society will need to provide evidence of its independent identity.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,"and, where applicable, a copy of the rules or written constitution of that Union.",Any difficulties with this issue should be referred by VAT staff to Registration Policy in VATAPPS. The normal route for HMRC staff for this is through the General Advice Request (GAR) or Technical Advice Request (TAR) as outlined in VPOLADV
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Clubs and societies which are part of a Student Union,Any submission should include:
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Clubs with no degree of autonomy in the control of their affairs,a copy of the constitution of the club concerned;
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,"These are automatically part of the Student Union VAT registration. As a result, their activities are considered to be carried on by the Student Union. The normal VAT liability rules apply to their subscription income.",details of the Union to which it is affiliated or from which it claims to be independent;
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Their subscription income is treated as subscription payments. Any unconditional grants or donations from the parent educational institution or the Student Union are outside the scope of VAT.,"and, where applicable, a copy of the rules or written constitution of that Union."
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,"Other charges, such as admission charges, are taxable at the appropriate rate of VAT under the normal rules.",Top of page
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Clubs with a high degree of autonomy,Clubs and societies which are part of a Student Union
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Each club should:,Clubs with no degree of autonomy in the control of their affairs
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,have its own rules:,"These are automatically part of the Student Union VAT registration. As a result, their activities are considered to be carried on by the Student Union. The normal VAT liability rules apply to their subscription income."
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,be managed by a committee elected by its members; and,Their subscription income is treated as subscription payments. Any unconditional grants or donations from the parent educational institution or the Student Union are outside the scope of VAT.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,have full control over the use of its finances.,"Other charges, such as admission charges, are taxable at the appropriate rate of VAT under the normal rules."
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,Such clubs may be treated as part of their parent Student Union for VAT purposes provided they are in fact part of the university and the following conditions are met;,Clubs with a high degree of autonomy
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,each individual club must be subject to the control of the parent Student Union. It has been agreed with the NUS that the controls outlined in a Model Constitution for Student Unions are acceptable for this purpose. Those controls normally say a Student Union will recognise any club or society provided that:,Each club should:
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,a petition for its formation signed by 10 members is presented to the Union Executive;,have its own rules:
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,"the club presents with the petition a constitution, including certain laid down conditions; and",be managed by a committee elected by its members; and
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,the constitution is approved by the Union Executive - the recognition can be withdrawn by the Union Executive if it receives evidence that the Club or Society is contravening its constitution.,have full control over the use of its finances.
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,the club or society should use the name of the parent university in its title.,Such clubs may be treated as part of their parent Student Union for VAT purposes provided they are in fact part of the university and the following conditions are met;
VBNB60960,VBNB60960 Definition And Registration Of Student Unions,VBNB60960 Definition And Registration Of Student Unions,the accounts should be consolidated with those of the Student Union.,each individual club must be subject to the control of the parent Student Union. It has been agreed with the NUS that the controls outlined in a Model Constitution for Student Unions are acceptable for this purpose. Those controls normally say a Student Union will recognise any club or society provided that:
VBURC1000,VBURC1000 Burial And Cremation: Introduction,VBURC1000 Burial And Cremation: Introduction,"Before submitting a General or Technical Advice Request to the VAT Advisory Team for assistance on burials and cremation, please read this guidance and the “Getting advice” pages of the VAT Directorate intranet site.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
VCLOTHING1300,VCLOTHING1300 Role Of The VAT Reliefs Policy Team And VAT Advisory Team,VCLOTHING1300 Role Of The VAT Reliefs Policy Team And VAT Advisory Team,"Before contacting the VAT Advisory Team for assistance on liability issues relating to supplies of clothing and footwear, please make sure that you have read both VCLOTHING and VAT notice 714 - Zero rating young children’s clothing and footwear, and have looked at the Getting advice pages of the VAT Directorate website.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV.
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,"[The advance assurance service is a non-statutory service offered by HMRC on a discretionary basis, where we may offer an opinion as to whether a prospective investment would be a qualifying investment.",VCM54360 specifies the circumstances when HMRC will not withdraw approval from a VCT should it make a non-qualifying investment.
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,"In general, companies seeking an investment from a VCT should not need an advance assurance from HMRC. VCTs should be able to rely upon their professional advisers to determine if a prospective investment is qualifying or not.","HMRC will expect a VCT to take all reasonable steps to ensure an investment would be qualifying; for example, acting on professional advice specifying the technical basis upon which the proposed investment would meet each requirement in Chapter 4 of Part 6 ITA 2007. Provided that the VCT has taken such steps HMRC will not withdraw approval from the VCT if the investment subsequently turns out to be non-qualifying. HMRC will accept that the breach was outside the control of the VCT."
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,](https://www.gov.uk/hmrc-internal-manuals/venture-capital-schemes-manual/vcm54360) specifies the circumstances when HMRC will not withdraw approval from a VCT should it make a non-qualifying investment.,"If there are genuine doubts about whether a proposed investment is qualifying, the company may seek an advance assurance from HMRC. The company must explain how it meets each condition, and draw attention in its application to each point of doubt with a full technical explanation as to why it believes the requirement is met."
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,"HMRC will expect a VCT to take all reasonable steps to ensure an investment would be qualifying; for example, acting on professional advice specifying the technical basis upon which the proposed investment would meet each requirement in Chapter 4 of Part 6 ITA 2007. Provided that the VCT has taken such steps HMRC will not withdraw approval from the VCT if the investment subsequently turns out to be non-qualifying. HMRC will accept that the breach was outside the control of the VCT.",The rules of confidentiality apply. Requests will be dealt with only if they come from the company’s secretary or directors or a person authorised by them to negotiate with HMRC on their behalf. Any other parties making enquiries about a company must address those enquiries to the company itself.
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,"If there are genuine doubts about whether a proposed investment is qualifying, the company may seek an advance assurance from HMRC. The company must explain how it meets each condition, and draw attention in its application to each point of doubt with a full technical explanation as to why it believes the requirement is met.",An advance assurance is given in respect of a particular issue of shares or securities. An assurance given in respect of one issue should not necessarily be regarded as providing assurance in respect of a different issue.
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,The rules of confidentiality apply. Requests will be dealt with only if they come from the company’s secretary or directors or a person authorised by them to negotiate with HMRC on their behalf. Any other parties making enquiries about a company must address those enquiries to the company itself.,HMRC will not routinely provide an opinion on whether a company is a knowledge-intensive company. A company’s knowledge-intensive status will be considered only where the proposed investment would otherwise breach the rules for a qualifying holding.
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,An advance assurance is given in respect of a particular issue of shares or securities. An assurance given in respect of one issue should not necessarily be regarded as providing assurance in respect of a different issue.,"An advance assurance will not cover the status of the VCT itself, that is, whether the investment would enable the VCT to meet the conditions for approval under section 274 ITA 2007. Those conditions depend upon the VCT’s other investments. "
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,HMRC will not routinely provide an opinion on whether a company is a knowledge-intensive company. A company’s knowledge-intensive status will be considered only where the proposed investment would otherwise breach the rules for a qualifying holding.,"HMRC may decline to provide an advance assurance in certain circumstances, see VCM55400for more details."
VCM55360,VCM55360 VCT: Requests For Advance Assurances: Overview,VCM55360 VCT: Requests For Advance Assurances: Overview,"An advance assurance will not cover the status of the VCT itself, that is, whether the investment would enable the VCT to meet the conditions for approval under section 274 ITA 2007. Those conditions depend upon the VCT’s other investments. ",Requests for an advance assurance should be made to the Small Company Enterprise Centre whose address and contact details are at VCM2070.
VCULTURE1500,VCULTURE1500 VAT On Cultural Services: Role Of The VAT Reliefs Policy Team,VCULTURE1500 VAT On Cultural Services: Role Of The VAT Reliefs Policy Team,"Before submitting a General or Technical Advice Request to the VAT Advisory Team for assistance on liability issues relating to the cultural exemption, please make sure that you have looked at the ‘Getting advice’ page of the VAT Directorate website and Notice 701/47: Culture.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
VENSAV1200,VENSAV1200 The Roles Of The VAT Policy And Advisory Teams,VENSAV1200 The Roles Of The VAT Policy And Advisory Teams,Before submitting a General or Technical Advice Request to the VAT Advisory Team for assistance on liability issues relating to energy-saving materials please make sure that you have read this guidance and have looked at the Getting advice pages of the VAT website.,Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
VEXMOTORS1300,VEXMOTORS1300 Introduction: Roles And Responsibilities,VEXMOTORS1300 Introduction: Roles And Responsibilities,"Advice or guidance may be needed where the facts are clear but the published guidance cannot be applied or does not cover the particular situation. If you have a query about a policy matter, follow the procedure explained on the Customs and Indirect Tax intranet site. Your request for advice must","Advice or guidance may be needed where the facts are clear but the published guidance cannot be applied or does not cover the particular situation. If you have a query about a policy matter, follow the procedure explained in VPOLADV. Your request for advice must"
VEXMOTORS1300,VEXMOTORS1300 Introduction: Roles And Responsibilities,VEXMOTORS1300 Introduction: Roles And Responsibilities,State the point of issue.,State the point of issue
VEXMOTORS1300,VEXMOTORS1300 Introduction: Roles And Responsibilities,VEXMOTORS1300 Introduction: Roles And Responsibilities,Quote the guidance consulted.,Quote the guidance consulted
VEXMOTORS1300,VEXMOTORS1300 Introduction: Roles And Responsibilities,VEXMOTORS1300 Introduction: Roles And Responsibilities,State the questions that need answering.,State the questions that need answering
VEXMOTORS1300,VEXMOTORS1300 Introduction: Roles And Responsibilities,VEXMOTORS1300 Introduction: Roles And Responsibilities,Set out all the relevant facts including any representations by traders or their advisers or representatives. Include copies of all contractual evidence and official documents that are relevant.,Set out all the relevant facts including any representations by traders or their advisers or representatives. Include copies of all contractual evidence and official documents that are relevant
VEXP10600,VEXP10600 Introduction: Roles And Responsibilities,VEXP10600 Introduction: Roles And Responsibilities,If you are seeking policy advice on a particular case you should submit either a General Advice Request or a Technical Advice Request. Please go to our Getting Advice pages for more information.,If you are seeking policy advice on a particular case you should submit either a General Advice Request or a Technical Advice Request. Please see VPOLADV for more information.
VFOOD0280,VFOOD0280 Role Of VAT Directorate,VFOOD0280 Role Of VAT Directorate,where guidance has specified that we must be consulted.,where guidance has specified that we must be consulted
VFOOD0280,VFOOD0280 Role Of VAT Directorate,VFOOD0280 Role Of VAT Directorate,"Before submitting a General or Technical Advice request to the VAT Advisory Team for assistance on liability issues relating to supplies of food, please make sure that you have read this guidance and have looked at the Getting advice pages of the VAT website.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
VFOOD0280,VFOOD0280 Role Of VAT Directorate,VFOOD0280 Role Of VAT Directorate,Related Public Notices,"Before submitting a General or Technical Advice request to the VAT Advisory Team for assistance on liability issues relating to supplies of food, please make sure that you have read this guidance."
VGROUPS02550,VGROUPS02550 Unauthorised VAT Group Treatment,VGROUPS02550 Unauthorised VAT Group Treatment,"You should discuss cases of difficulty with your team leader. In any cases of doubt, or where you feel that there is a need to do so, you should submit a Technical Advice Request (TAR) with full details and a reasoned recommendation to the Indirect Tax Casework Management Team.","You should discuss cases of difficulty with your team leader. In any cases of doubt, or where you feel that there is a need to do so, you should submit a Technical Advice Request (TAR) with full details and a reasoned recommendation to the VAT Advisory policy team."
VGROUPS02550,VGROUPS02550 Unauthorised VAT Group Treatment,VGROUPS02550 Unauthorised VAT Group Treatment,"Where it is demonstrably the case that the unauthorised group treatment has occurred as the result of HMRC error, so long as the company is eligible for group VAT treatment, HMRC would always retrospectively formalise the company’s inclusion in the group. (Please see VGROUPS04800 and VGROUPS04850 for more detail).",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
