ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,textLevTotal
OT21010,1.0,3.0,View changes,OT21010 Associated Companies,1.0,1.0
OT21015,2.0,4.0,View changes,OT21015 Delivery Outwith The UK,2.0,2.0
OT21017,1.0,3.0,View changes,OT21017 Definitions Of Ring Fence Income And Ring Fence Profits,1.0,1.0
OT21020,2.0,4.0,View changes,OT21020 Separate Notional Ring Fence And Non-Ring Fence Trades,2.0,2.0
OT21026,85.0,988.0,View changes,OT21026 The Valuation Of Oil: Contents,6.0,215.0
OT21027,6.0,8.0,View changes,OT21027 Disposed Of Or Appropriated,6.0,6.0
OT21028,1.0,3.0,View changes,OT21028 Arm’S Length Sales And Transportation Costs,1.0,1.0
OT21031,3.0,5.0,View changes,OT21031 Other Non-Arm’S Length Transactions,3.0,3.0
OT21032,1.0,3.0,View changes,OT21032 The Valuation Of Oil - Nomination Scheme Excesses,1.0,1.0
OT21035,2.0,4.0,View changes,OT21035 Other Income,2.0,2.0
OT21040,1.0,3.0,View changes,OT21040 Tariff Receipts And Tax-Exempt Tariffing Receipts,1.0,1.0
OT21045,374.0,917.0,View changes,OT21045 Losses And Group Relief: Contents,7.0,390.0
OT21055,3.0,5.0,View changes,OT21055 Losses Carried Forward,3.0,3.0
OT21060,6.0,12.0,View changes,OT21060 Carry Back Of Abandonment And Decommissioning Losses,7.0,10.0
OT21065,12.0,14.0,View changes,OT21065 Extended Carry Back For General Decommissioning And Terminal Losses,12.0,12.0
OT21066,1.0,3.0,View changes,OT21066 Extended Carry Back For General Decommissioning And Terminal Losses - Example,1.0,1.0
OT21070,1.0,3.0,View changes,OT21070 Expenses Of Management,1.0,1.0
OT21071,3.0,5.0,View changes,OT21071 Expenses Of Management - Transitional Provisions,3.0,3.0
OT21075,1.0,3.0,View changes,OT21075 Deduction Of PRT In Computing Income For CT Purposes,1.0,1.0
OT21076,2.0,4.0,View changes,OT21076 The Treatment Of Repayments Of PRT Arising From The Carry Back Of PRT Losses,2.0,2.0
OT21083,1.0,3.0,View changes,OT21083 Sale And Leaseback Of Assets,1.0,1.0
OT21090,1.0,3.0,View changes,OT21090 Currency Differences And Valuation Of Oil - Introduction,1.0,1.0
OT21095,1.0,3.0,View changes,OT21095 Currency Differences And Valuation Of Oil - The Basis Used For Conversion,1.0,1.0
OT21100,1.0,3.0,View changes,OT21100 The Treatment Of ACT,1.0,1.0
OT21105,64.0,168.0,View changes,OT21105 Transfer Pricing: Contents,4.0,122.0
OT21115,1.0,3.0,View changes,OT21115 General Overview,1.0,1.0
OT21120,1.0,3.0,View changes,OT21120 Transactions Between Companies,1.0,1.0
OT21125,2.0,6.0,View changes,OT21125 Cross-Ring Fence Transactions Within A Company,2.0,2.0
OT21195,177.0,3400.0,View changes,OT21195 The Supplementary Charge: Contents,17.0,497.0
OT21200,1.0,5.0,View changes,OT21200 Introduction,1.0,1.0
OT21202,2.0,6.0,View changes,OT21202 Commencement,2.0,2.0
OT21204,1.0,5.0,View changes,OT21204 The Meaning Of “Adjusted Ring Fence Profits”,1.0,1.0
OT21206,4.0,8.0,View changes,OT21206 The Meaning Of “Finance Costs”,4.0,4.0
OT21209,1.0,7.0,View changes,OT21209 The Meaning Of “Finance Lease” And “Accounts”,1.0,1.0
OT21215,2.0,6.0,View changes,OT21215 Management Provisions,2.0,2.0
OT21219,1.0,5.0,View changes,OT21219 The Supplementary Charge - No Supplementary Charge Losses Or Adjusted Ring Fence Losses,1.0,1.0
OT21220,3.0,7.0,View changes,OT21220 The Supplementary Charge - Negative Financing Costs,3.0,3.0
OT21222,3.0,7.0,View changes,OT21222 The Supplementary Charge - Ring Fence Trading Loss With Negative Finance Costs,3.0,3.0
OT21223,5.0,9.0,View changes,OT21223 The Supplementary Charge - Example 1 - The Carry Forward Of A CT Ring Fence Loss And A Shadow Computation Tracking Financing Costs,5.0,5.0
OT21224,9.0,12.0,View changes,OT21224 The Supplementary Charge - Example 2 - Group Relief Of Corporation Tax Ring Fence Loss And A Shadow Computation Tracking Financing Costs,9.0,9.0
OT21228,110.0,209.0,View changes,OT21228 Restriction Of Relief For Decommissioning Expenditure: Overview,1.0,1.0
OT21230,110.0,125.0,View changes,OT21230 Restriction Of Relief For Decommissioning Expenditure: The Amount Of Restriction,1.0,1.0
OT21231,149.0,167.0,View changes,OT21231 Increase Of Relief For Decommissioning Expenditure Where It Is Taken Into Account For PRT Purposes: Overview,1.0,1.0
OT21233,153.0,187.0,View changes,OT21233 Increase Of Relief For Decommissioning Expenditure Where It Is Taken Into Account For PRT Purposes: The Amount Of Additional Deduction,0.0,0.0
OT21240,121.0,949.0,View changes,OT21240 First-Year Allowances For A Ring Fence Trade - Contents,8.0,285.0
OT21241,1.0,5.0,View changes,OT21241 First-Year Allowances For A Ring Fence Trade - Introduction,1.0,1.0
OT21242,1.0,5.0,View changes,OT21242 First-Year Allowances For A Ring Fence Trade: Plant And Machinery,1.0,1.0
OT21245,2.0,6.0,View changes,OT21245 First-Year Allowances For A Ring Fence Trade: Plant And Machinery Used Wholly For The Purposes Of The Trade,2.0,2.0
OT21246,2.0,6.0,View changes,OT21246 First-Year Allowances For A Ring Fence Trade: Withdrawal Of Plant And Machinery Allowances,2.0,2.0
OT21300,2.0,6.0,View changes,OT21300 The Payment Of Ring Fence CT And The Supplementary Charge In Three Instalments,2.0,2.0
OT21500,528.0,1259.0,View changes,OT21500 Onshore Allowance: Contents,11.0,556.0
OT21515,32.0,36.0,View changes,OT21515 Onshore Allowance - Generation Of The Onshore Allowance,13.0,3764.0
OT21520,20.0,26.0,View changes,OT21520 Onshore Allowance - Reduction Of Adjusted Ring Fence Profits,14.0,1628.0
OT21525,21.0,25.0,View changes,OT21525 Onshore Allowance - Activated And Unactivated Onshore Allowance The Basic Calculation Rules,11.0,1428.0
OT21540,2.0,4.0,View changes,OT21540 Onshore Allowance - Transfers Of Allowance On Disposal Of Equity Share,2.0,2.0
OT21600,216.0,240.0,View changes,OT21600 Hire Of Relevant Assets: Contents,4.0,222.0
OT21601,2.0,4.0,View changes,OT21601 Hire Of Relevant Assets - Introduction,2.0,2.0
OT21605,1.0,3.0,View changes,OT21605 Hire Of Relevant Assets - Scope Of Legislation,1.0,1.0
OT21610,0.0,2.0,View changes,OT21610 Hire Of Relevant Assets - Effect Of Being Within CTA2010\S285A,0.0,0.0
OT21615,0.0,2.0,View changes,OT21615 Hire Of Relevant Assets - Anti Avoidance Provision,0.0,0.0
OT22000,245.0,512.0,View changes,OT22000 Interest And Financing: Contents,10.0,250.0
OT22002,2.0,4.0,View changes,OT22002 Transactions Across The Ring Fence,2.0,2.0
OT22005,11.0,13.0,View changes,OT22005 Summary Of The Statutory Provisions,11.0,11.0
OT22006,7.0,9.0,View changes,OT22006 Qualifying Loans,7.0,7.0
OT22014,1.0,3.0,View changes,OT22014 Charges Which Were Not Allowed Against Ring Fence Profits,1.0,1.0
OT22020,1.0,3.0,View changes,OT22020 Sale And Leaseback Finance Charges,1.0,1.0
OT25999,211.0,1100.0,View changes,OT25999 Capital Allowances: Contents,10.0,243.0
OT26001,0.0,2.0,View changes,OT26001 Introduction,0.0,0.0
OT26002,2.0,4.0,View changes,OT26002 Meaning Of Oil & Gas Exploration And Appraisal,2.0,2.0
OT26005,3.0,5.0,View changes,OT26005 Judicial Comment On Scientific Research And Oil Exploration,3.0,3.0
OT26007,2.0,4.0,View changes,OT26007 Joint Memorandum Of 1967,2.0,2.0
OT26008,0.0,2.0,View changes,OT26008 1967 Memorandum - Details,0.0,0.0
OT26016,3.0,5.0,View changes,OT26016 1967 Memorandum - HMRC View On The Meaning Of Field,3.0,3.0
OT26017,2.0,4.0,View changes,OT26017 1967 Memorandum - HMRC View On Exclusions,2.0,2.0
OT26018,3.0,5.0,View changes,OT26018 1967 Memorandum - HMRC View On End Of Stage 3,3.0,3.0
OT26027,1.0,3.0,View changes,OT26027 1967 Memorandum - Gaps Between Stages 3 And 4 In Oil Exploration And Development,1.0,1.0
OT26030,1.0,3.0,View changes,OT26030 RDA Claims During Production Operations,1.0,1.0
OT26036,1.0,3.0,View changes,OT26036 Geographical Scope Of Research And Development Allowances,1.0,1.0
OT26045,1.0,3.0,View changes,OT26045 The Purchase Of The Results Of Past Exploration Work,1.0,1.0
OT26052,1.0,3.0,View changes,OT26052 Disposal Of A Licence Interest,1.0,1.0
OT26054,3.0,5.0,View changes,OT26054 Disposal Of A Licence For An Undeveloped Area,3.0,3.0
OT26056,1.0,3.0,View changes,OT26056 The Allowance Of Certain Drilling Expenditure,1.0,1.0
OT26060,1.0,4.0,View changes,OT26060 Farm-Ins,1.0,1.0
OT26080,719.0,1446.0,View changes,OT26080 Exploration Expenditure Supplement: Contents,13.0,736.0
OT26081,0.0,3.0,View changes,OT26081 Introduction,0.0,0.0
OT26083,1.0,4.0,View changes,OT26083 Qualifying Companies And Qualifying Expenditure,1.0,1.0
OT26085,2.0,5.0,View changes,OT26085 Accounting Periods,2.0,2.0
OT26088,2.0,10.0,View changes,OT26088 Relevant Percentage For Calculating The EES,3.0,6.0
OT26090,4.0,7.0,View changes,OT26090 Pre-Commencement Supplement,4.0,4.0
OT26091,2.0,5.0,View changes,OT26091 Licence Disposals And Group Relief - Reductions To The Pre-Commencement Mixed Pool,2.0,2.0
OT26095,2.0,6.0,View changes,OT26095 Post-Commencement Period,2.0,2.0
OT26097,0.0,3.0,View changes,OT26097 Ring Fence Losses And Qualifying E&A Losses,0.0,0.0
OT26098,1.0,4.0,View changes,OT26098 Pools Of Qualifying E&A Losses And Non Qualifying Losses,1.0,1.0
OT26099,2.0,5.0,View changes,OT26099 Post-Commencement EES - Using The Pools,2.0,2.0
OT26100,2.0,5.0,View changes,OT26100 Post Commencement EES Pools - Straddling Periods,2.0,2.0
OT26105,2070.0,4995.0,View changes,OT26105 Ring Fence Expenditure Supplement: Contents,38.0,2192.0
OT26108,6.0,9.0,View changes,OT26108 Conditions For Relief - Outline,6.0,6.0
OT26120,5.0,9.0,View changes,OT26120 Limit On Number Of Accounting Periods For Which Supplement May Be Claimed,5.0,5.0
OT26130,4.0,7.0,View changes,OT26130 Pre-Commencement Supplement,4.0,4.0
OT26140,10.0,13.0,View changes,OT26140 The Mixed Pool Of Qualifying Pre-Commencement Expenditure And Supplement,10.0,10.0
OT26145,1.0,4.0,View changes,OT26145 Pre-Commencement Mixed Pool - Reduction In Respect Of Disposal Proceeds Under The Capital Allowance Act,1.0,1.0
OT26150,1.0,5.0,View changes,OT26150 Pre-Commencement Pool - Reduction In Respect Of Unrelieved Group Ring Fence Profits,1.0,1.0
OT26155,1.0,4.0,View changes,OT26155 Supplement In Respect Of A Post-Commencement Period,1.0,1.0
OT26160,3.0,6.0,View changes,OT26160 Ring Fence Losses And Qualifying And Non-Qualifying E&A Losses,3.0,3.0
OT26165,3.0,6.0,View changes,OT26165 Ring Fence Loss - The Special Rule For Straddling Periods,3.0,3.0
OT26190,2.0,5.0,View changes,OT26190 Calculating The Supplement Due,2.0,2.0
OT26200,1462.0,2885.0,View changes,OT26200 Capital Allowances - Extended Ring Fence Expenditure Supplement For Onshore Activities : Contents,17.0,1653.0
OT26201,0.0,4.0,View changes,OT26201 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities- Introduction,0.0,0.0
OT26203,44.0,47.0,View changes,OT26203 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline,16.0,4456.0
OT26205,2.0,5.0,View changes,OT26205 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Relevant Percentage,2.0,2.0
OT26220,2.0,5.0,View changes,OT26220 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Unrelieved Group Ring Fence Profits,2.0,2.0
OT26225,0.0,3.0,View changes,OT26225 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Pre-Commencement Additional Supplement,0.0,0.0
OT26230,3.0,6.0,View changes,OT26230 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Qualifying Pre-Commencement Onshore Expenditure,3.0,3.0
OT26235,4.0,7.0,View changes,OT26235 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - The Mixed Pool Of Qualifying Pre-Commencement Onshore Expenditure And Supplement Previously Allowed,4.0,4.0
OT26240,1.0,3.0,View changes,OT26240 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Reduction For Disposal Proceeds Under The Capital Allowances Act From The Pre-Commencement Mixed Pool,1.0,1.0
OT26245,1.0,3.0,View changes,OT26245 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Reduction In Respect Of Unrelieved Group Ring Fence Profits From The Pre-Commencement Mixed Pool,1.0,1.0
OT26265,0.0,2.0,View changes,OT26265 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities: The Reference Amount For A Post-Commencement Period,0.0,0.0
OT26300,891.0,1703.0,View changes,OT26300 Capital Allowances - Mineral Extraction Allowance: Contents,17.0,924.0
OT26315,2.0,4.0,View changes,OT26315 Capital Allowances: Mineral Extraction Allowance - Rates Of Writing Down Allowances,2.0,2.0
OT26320,6.0,8.0,View changes,OT26320 Capital Allowances: Mineral Extraction Allowance - Acquisition Of A Mineral Asset Owned By A Previous Trader (Second Hand Assets),6.0,6.0
OT26325,1.0,3.0,View changes,OT26325 Capital Allowances: Mineral Extraction Allowance - Acquisition Of An Oil Licence From A Non Trader,1.0,1.0
OT26330,1.0,3.0,View changes,OT26330 Capital Allowances: Mineral Extraction Allowance - Acquisition Of Other Assets From Non-Traders,1.0,1.0
OT26335,0.0,2.0,View changes,OT26335 Capital Allowances: Mineral Extraction Allowance - Limitations On Qualifying Expenditure On Second Hand Assets,0.0,0.0
OT26340,1.0,3.0,View changes,OT26340 Capital Allowances: Mineral Extraction Allowance - Definition Of Mineral Asset,1.0,1.0
OT26350,1.0,3.0,View changes,OT26350 Capital Allowances: Mineral Extraction Allowance - Qualifying And Non-Qualifying Expenditure,1.0,1.0
OT26355,5.0,7.0,View changes,OT26355 Capital Allowances: Mineral Extraction Allowance - Qualifying Expenditure In Oil Trades,5.0,5.0
OT26370,3.0,5.0,View changes,OT26370 Capital Allowances: Mineral Extraction Allowance - Disposal Events And Disposal Values,3.0,3.0
OT26380,3.0,5.0,View changes,OT26380 Capital Allowances: Mineral Extraction Allowance - Balancing Allowances And Charges,3.0,3.0
OT26390,2.0,4.0,View changes,OT26390 Capital Allowances: Mineral Extraction Allowance - Pre-Trading Expenditure,2.0,2.0
OT26395,1.0,3.0,View changes,OT26395 Capital Allowances: Mineral Extraction Allowance - Migration To UK Residence,1.0,1.0
OT26400,230.0,369.0,View changes,OT26400 Industrial Buildings Or Structures: Contents,4.0,232.0
OT26401,2.0,4.0,View changes,OT26401 Industrial Buildings Or Structures - The Application Of IBA To The Oil & Gas Industry,2.0,2.0
OT26402,1.0,3.0,View changes,OT26402 Industrial Buildings Or Structures - Initial Treatment Or Initial Storage Of Oil In A CT Ring Fence Trade,1.0,1.0
OT26403,0.0,2.0,View changes,OT26403 Industrial Buildings Or Structures - Buildings Constructed For Occupation By Or For Welfare Of Employees,0.0,0.0
OT26500,252.0,452.0,View changes,OT26500 Capital Allowances - Plant And Machinery: Contents,6.0,253.0
OT26506,0.0,2.0,View changes,OT26506 Capital Allowances: Plant And Machinery - CT Ring Fence Trades,0.0,0.0
OT26508,1.0,3.0,View changes,OT26508 Capital Allowances: Plant And Machinery - Transfers Of Interests In Oil Fields,1.0,1.0
OT26600,185.0,585.0,View changes,OT26600 Capital Allowances - Long Life Assets: Contents,5.0,209.0
OT26602,2.0,4.0,View changes,OT26602 Capital Allowances: Long Life Assets - Brief Outline,2.0,2.0
OT26603,3.0,5.0,View changes,OT26603 Capital Allowances: Long Life Assets - Expenditure Excluded From Being On Long Life Assets - Ships And Offshore Installations,3.0,3.0
OT26608,1.0,3.0,View changes,OT26608 Capital Allowances: Long Life Assets - Are Floating Production Storage And Offloading Vessels Long Life Assets?,1.0,1.0
OT26680,885.0,1761.0,View changes,OT26680 Production Sharing Contracts: Contents,17.0,885.0
OT26685,2.0,4.0,View changes,OT26685 Production Sharing Contracts - What Is A PSC?,2.0,2.0
OT26700,1.0,3.0,View changes,OT26700 Production Sharing Contracts - Capital Allowances And Ownership,1.0,1.0
OT26710,2.0,4.0,View changes,OT26710 Production Sharing Contracts - Deemed Ownership Of Assets,2.0,2.0
OT26740,1.0,3.0,View changes,OT26740 Production Sharing Contracts - The Scope Of The PSC Rules On Plant And Machinery,1.0,1.0
OT26750,3.0,5.0,View changes,OT26750 Production Sharing Contracts - Ownership Terms,3.0,3.0
OT26755,1.0,3.0,View changes,OT26755 Production Sharing Contracts - Provision Of Plant And Machinery,1.0,1.0
OT26760,3.0,5.0,View changes,OT26760 Production Sharing Contracts - Trade Use And Qualifying Purposes,3.0,3.0
OT26770,3.0,6.0,View changes,OT26770 Production Sharing Contracts - Anti-Avoidance Provisions And “Carry” Arrangements,3.0,3.0
OT26775,1.0,5.0,View changes,OT26775 Production Sharing Contracts - Triggering Relief For Deemed Ownership,1.0,1.0
OT26780,3.0,6.0,View changes,OT26780 Production Sharing Contracts - The Pool Value On Migration Into The UK,3.0,3.0
OT26785,7.0,10.0,View changes,OT26785 Production Sharing Contracts - Cessation Of Relief And Disposal Value,7.0,7.0
OT28010,10.0,15.0,View changes,OT28010 Outline Of The Legislation,8.0,320.0
OT28020,1121.0,2357.0,View changes,OT28020 General Decommissioning Expenditure: Contents,16.0,1140.0
OT28040,2.0,5.0,View changes,OT28040 Meaning Of General Decommissioning Expenditure,2.0,2.0
OT28050,3.0,6.0,View changes,OT28050 Further Definitions,3.0,3.0
OT28060,2.0,5.0,View changes,"OT28060 Decommissioned Plant And Machinery Used Partly For A Non Ring Fence Trade, Expenditure Incurred On Or After 12 March 2008 And Before 22 April 2009",2.0,2.0
OT28080,0.0,2.0,View changes,OT28080 Relief For Expenditure Incurred Before Cessation Of Ring Fence Trade And On Or After 12 March 2008,0.0,0.0
OT28100,3.0,6.0,View changes,OT28100 Relief For Expenditure Incurred Before Cessation Of Ring Fence Trade And On Or Before 11 March 2008,3.0,3.0
OT28205,2.0,5.0,View changes,OT28205 Relief For Expenditure Incurred After Cessation Of Ring Fence Trade And On Or After 22 April 2009,2.0,2.0
OT28210,4.0,7.0,View changes,OT28210 Meaning Of Post-Cessation Period On Or After 12 March 2008,4.0,4.0
OT28300,490.0,1098.0,View changes,OT28300 Expenditure Connected With Reuse Of Offshore Oil Infrastructure: Contents,5.0,490.0
OT28310,2.0,5.0,View changes,OT28310 Expenditure Qualifying For Writing Down Allowances,2.0,2.0
OT28320,1.0,4.0,View changes,OT28320 Exceptions To Expenditure Qualifying For Writing Down Allowances,1.0,1.0
OT28350,3.0,6.0,View changes,OT28350 Writing Down Allowances For The Net Cost Of Demolition,3.0,3.0
OT28400,0.0,3.0,View changes,OT28400 Expenditure On And Under Abandonment Guarantees,0.0,0.0
OT28410,1.0,4.0,View changes,OT28410 Meaning Of Abandonment Guarantee,1.0,1.0
OT28420,0.0,3.0,View changes,OT28420 Relief For Reimbursement Expenditure Under Abandonment Guarantees,0.0,0.0
OT28430,2.0,5.0,View changes,OT28430 Relief For Expenditure Incurred By A Participator In Meeting A Defaulter’S Abandonment Expenditure,2.0,2.0
OT28440,2.0,6.0,View changes,OT28440 Reimbursement By Defaulter In Respect Of Abandonment Expenditure,2.0,2.0
OT28460,2.0,5.0,View changes,OT28460 Buying Out Abandonment Obligations,2.0,2.0
OT28470,2.0,5.0,View changes,OT28470 Relief For Contributions To Trust Funds,2.0,2.0
OT28600,423.0,684.0,View changes,OT28600 Decommissioning Security Agreements: Contents,6.0,430.0
OT28601,1.0,4.0,View changes,OT28601 Introduction,1.0,1.0
OT28605,1.0,4.0,View changes,OT28605 Tax Treatment Of Sums Paid Into The Trust,1.0,1.0
OT28610,2.0,5.0,View changes,OT28610 Tax Treatment Of Income Arising To The Trust,2.0,2.0
OT28620,1.0,3.0,View changes,OT28620 Tax Treatment Of Sums Paid Out To Meet The Costs Of Decommissioning,1.0,1.0
OT28700,260.0,478.0,View changes,OT28700 Decommissioning Certainty: Contents,6.0,409.0
OT28703,28.0,32.0,View changes,OT28703 Outline Of The Legislation,2.0,8.0
OT28707,30.0,38.0,View changes,OT28707 Other Provisions,10.0,1461.0
OT28710,1.0,3.0,View changes,OT28710 Other Provisions - Schedule 31,1.0,1.0
OT28712,2.0,4.0,View changes,OT28712 Other Provisions - Schedule 32,2.0,2.0
OT30000,195.0,427.0,View changes,OT30000 Capital Gains: Contents,14.0,220.0
OT30001,3.0,65.0,View changes,OT30001 Capital Gains,0.0,0.0
OT30008,284.0,451.0,View changes,OT30008 Licences For Exploration And Exploitation: Contents,5.0,297.0
OT30011,6.0,8.0,View changes,OT30011 Licences For Exploration And Exploitation - Onshore Licences,6.0,6.0
OT30018,105.0,258.0,View changes,OT30018 Farm Outs: Contents,4.0,111.0
OT30021,2.0,4.0,View changes,OT30021 Farm Outs - Exploration,2.0,2.0
OT30022,2.0,4.0,View changes,OT30022 Farm Outs - Developments,2.0,2.0
OT30023,2.0,4.0,View changes,OT30023 Farm Outs - Production,2.0,2.0
OT30038,457.0,1104.0,View changes,OT30038 Undeveloped Areas: Contents,13.0,465.0
OT30040,1.0,3.0,View changes,OT30040 Undeveloped Areas - Introduction,1.0,1.0
OT30041,1.0,3.0,View changes,OT30041 Undeveloped Areas - Overseas Licences,1.0,1.0
OT30043,3.0,5.0,View changes,OT30043 Undeveloped Areas - Definitions - 1,3.0,3.0
OT30045,3.0,5.0,View changes,OT30045 Undeveloped Areas - Three Dimensional Co-Ordinates,3.0,3.0
OT30075,1.0,3.0,View changes,"OT30075 Computational Points - Full Disposal, No Cash Consideration",1.0,1.0
OT30077,1.0,3.0,View changes,OT30077 Computational Points - Definition Of A Part Disposal,1.0,1.0
OT30098,227.0,357.0,View changes,OT30098 Drilling Expenditure: Contents,6.0,234.0
OT30101,3.0,5.0,View changes,OT30101 Drilling Expenditure - Amount Of Deduction,3.0,3.0
OT30106,2.0,4.0,View changes,OT30106 Drilling Expenditure - Intangible Drilling Costs Of Production Wells,2.0,2.0
OT30125,550.0,1296.0,View changes,OT30125 Consideration Other Than Cash: Contents,12.0,680.0
OT30131,2.0,4.0,View changes,OT30131 Subordinated Interests,2.0,2.0
OT30132,3.0,6.0,View changes,OT30132 Development Carry,3.0,3.0
OT30133,2.0,5.0,View changes,OT30133 Licence Swaps - Disposals Made Before 22 April 2009,2.0,2.0
OT30134,2.0,6.0,View changes,OT30134 Work Obligation,2.0,2.0
OT30135,1.0,4.0,View changes,OT30135 Agreement Of The Farmer In To Valuation,1.0,1.0
OT30136,1.0,4.0,View changes,OT30136 Licence Swaps - Licence Only Consideration - Disposals Made On Or After 22 April 2009,1.0,1.0
OT30137,0.0,3.0,View changes,OT30137 Licence Swaps - Mixed Consideration Received - Disposals Made On Or After 22 April 2009,0.0,0.0
OT30138,0.0,3.0,View changes,OT30138 Licence Swaps - Mixed Consideration Given - Disposals Made On Or After 22 April 2009,0.0,0.0
OT30150,151.0,239.0,View changes,OT30150 Allowable Costs: Contents,5.0,165.0
OT30151,1.0,4.0,View changes,OT30151 Allowable Costs - Drilling Costs,1.0,1.0
OT30152,3.0,7.0,View changes,OT30152 Allowable Costs - Wasting Asset Rules,3.0,3.0
OT30153,3.0,6.0,View changes,OT30153 Allowable Costs - Wasting Asset Rebasing To March 1982,3.0,3.0
OT30155,3.0,6.0,View changes,OT30155 Allowable Costs - Rebasing Where The Cost Of The Licence Is Nil,3.0,3.0
OT30200,290.0,690.0,View changes,OT30200 Rebasing Of Assets Held At 31 March 1982: Contents,5.0,290.0
OT30215,1.0,4.0,View changes,OT30215 Rebasing Of Assets Held At 31 March 1982 - Excluded Shares,1.0,1.0
OT30295,1026.0,2087.0,View changes,OT30295 Valuation Of Oil Assets Including Shares: Contents,18.0,1046.0
PAYE-MANUAL,0.0,2.0,View changes,PAYE Manual,0.0,0.0
PAYE001,232.0,277.0,View changes,PAYE001 Business Calendar (Internal Use Only),7.0,564.0
PAYE10040,1.0,11.0,View changes,PAYE10040 Coding: Double Taxation Relief,3.0,8.0
PAYE103000,0.0,2.0,View changes,PAYE103000 Individual Records: Maintain Individual Details: Contents,0.0,0.0
PAYE103035,0.0,3.0,View changes,PAYE103035 RLS Correspondence,0.0,0.0
PAYE103045,0.0,3.0,View changes,PAYE103045 Agent Details: Non CESA Agents,0.0,0.0
PAYE130025,262.0,349.0,View changes,PAYE130025 Allowances,206.0,32939.0
PAYE130063,54.0,57.0,View changes,PAYE130063 Third Party Information Disputes Process,0.0,0.0
PAYE5015,0.0,2.0,View changes,PAYE5015 Payroll Alignment,0.0,0.0
PAYE5025,0.0,2.0,View changes,PAYE5025 Submission Types,0.0,0.0
PAYE53000,0.0,2.0,View changes,PAYE53000 Employer Returns: Employer Return Work Lists: Contents,0.0,0.0
PAYE53012,0.0,2.0,View changes,PAYE53012 Post Capture - 2007-08 Onwards (Action Guide),0.0,0.0
PAYE53015,0.0,2.0,View changes,PAYE53015 EDI / Internet - Action By Employers Live Service Team,0.0,0.0
PAYE55000,0.0,4.0,View changes,PAYE55000 Employer Returns: RTI Submissions: Contents,0.0,0.0
PAYE55010,0.0,4.0,View changes,PAYE55010 Information,0.0,0.0
PAYE57000,0.0,2.0,View changes,PAYE57000 P11D Processing: Logging Forms P11D: Contents,0.0,0.0
PAYE57035,0.0,2.0,View changes,PAYE57035 Multiple Batches,0.0,0.0
PAYE57045,0.0,2.0,View changes,PAYE57045 Dispatch Cover Sheet,0.0,0.0
PAYE57200,0.0,2.0,View changes,PAYE57200 P11D Processing: Processing And Retrieving Forms P11D: Contents,0.0,0.0
PAYE57275,0.0,2.0,View changes,PAYE57275 Exiting A Batch,0.0,0.0
PAYE57305,0.0,2.0,View changes,PAYE57305 Capture MARORS,0.0,0.0
PAYE57800,0.0,3.0,View changes,PAYE57800 P11D Processing: QA/QC For Captured Forms P11D: Contents,0.0,0.0
PAYE58000,0.0,3.0,View changes,PAYE58000 P11D Processing: ECS / NPS Inhibition Signal: Contents,0.0,0.0
PAYE62000,0.0,3.0,View changes,PAYE62000 Employment Maintenance: Cease Employment: Contents,0.0,0.0
PAYE62020,0.0,2.0,View changes,PAYE62020 Employers Using Computerised Stationery,0.0,0.0
PAYE62030,0.0,3.0,View changes,PAYE62030 Capture Cessation Details,0.0,0.0
PAYE62040,0.0,3.0,View changes,PAYE62040 Individual Becomes Self Employed,0.0,0.0
PAYE62055,0.0,3.0,View changes,PAYE62055 Work Item 42 - P45 Part 1 - Tax Table Discrepancy,0.0,0.0
PIM2056,4647.0,7303.0,View changes,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment,19.0,9114.0
PTM000001,208.0,259.0,View changes,PTM000001 Glossary,34.0,364.0
PTM025500,0.0,3.0,View changes,PTM025500 Authorised Practitioner,0.0,0.0
PTM028000,0.0,4.0,View changes,PTM028000 Pension Age,0.0,0.0
PTM031200,54.0,58.0,View changes,PTM031200 Conditions For Registering A Pension Scheme,0.0,0.0
PTM032100,3384.0,3403.0,View changes,PTM032100 Applying To Register A Pension Scheme,30.0,7604.0
PTM032300,54.0,58.0,View changes,PTM032300 HMRC Registers The Scheme,0.0,0.0
PTM032400,29.0,32.0,View changes,PTM032400 HMRC Decides Not To Register The Scheme,0.0,0.0
PTM044100,0.0,3.0,View changes,PTM044100 Conditions,0.0,0.0
PTM051100,0.0,3.0,View changes,PTM051100 Essential Principles,0.0,0.0
PTM051200,0.0,3.0,View changes,PTM051200 When The Annual Allowance Charge Does Not Apply,0.0,0.0
