ChapterNumber,CharCountDiff,LevDistance,Link,Title
OT26108,6.0,9.0,View changes,OT26108 Conditions For Relief - Outline
OT26120,5.0,9.0,View changes,OT26120 Limit On Number Of Accounting Periods For Which Supplement May Be Claimed
OT26130,4.0,7.0,View changes,OT26130 Pre-Commencement Supplement
OT26140,10.0,13.0,View changes,OT26140 The Mixed Pool Of Qualifying Pre-Commencement Expenditure And Supplement
OT26145,1.0,4.0,View changes,OT26145 Pre-Commencement Mixed Pool - Reduction In Respect Of Disposal Proceeds Under The Capital Allowance Act
OT26150,1.0,5.0,View changes,OT26150 Pre-Commencement Pool - Reduction In Respect Of Unrelieved Group Ring Fence Profits
OT26155,1.0,4.0,View changes,OT26155 Supplement In Respect Of A Post-Commencement Period
OT26160,3.0,6.0,View changes,OT26160 Ring Fence Losses And Qualifying And Non-Qualifying E&A Losses
OT26165,3.0,6.0,View changes,OT26165 Ring Fence Loss - The Special Rule For Straddling Periods
OT26190,2.0,5.0,View changes,OT26190 Calculating The Supplement Due
OT26200,1462.0,2885.0,View changes,OT26200 Capital Allowances - Extended Ring Fence Expenditure Supplement For Onshore Activities : Contents
OT26201,0.0,4.0,View changes,OT26201 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities- Introduction
OT26203,44.0,47.0,View changes,OT26203 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Conditions For Relief And Outline
OT26205,2.0,5.0,View changes,OT26205 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Relevant Percentage
OT26220,2.0,5.0,View changes,OT26220 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Unrelieved Group Ring Fence Profits
OT26225,0.0,3.0,View changes,OT26225 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Pre-Commencement Additional Supplement
OT26230,3.0,6.0,View changes,OT26230 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Qualifying Pre-Commencement Onshore Expenditure
OT26235,4.0,7.0,View changes,OT26235 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - The Mixed Pool Of Qualifying Pre-Commencement Onshore Expenditure And Supplement Previously Allowed
OT26240,1.0,3.0,View changes,OT26240 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Reduction For Disposal Proceeds Under The Capital Allowances Act From The Pre-Commencement Mixed Pool
OT26245,1.0,3.0,View changes,OT26245 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities - Reduction In Respect Of Unrelieved Group Ring Fence Profits From The Pre-Commencement Mixed Pool
OT26265,0.0,2.0,View changes,OT26265 Capital Allowances: Extended Ring Fence Expenditure Supplement For Onshore Activities: The Reference Amount For A Post-Commencement Period
OT26300,891.0,1703.0,View changes,OT26300 Capital Allowances - Mineral Extraction Allowance: Contents
OT26315,2.0,4.0,View changes,OT26315 Capital Allowances: Mineral Extraction Allowance - Rates Of Writing Down Allowances
OT26320,6.0,8.0,View changes,OT26320 Capital Allowances: Mineral Extraction Allowance - Acquisition Of A Mineral Asset Owned By A Previous Trader (Second Hand Assets)
OT26325,1.0,3.0,View changes,OT26325 Capital Allowances: Mineral Extraction Allowance - Acquisition Of An Oil Licence From A Non Trader
OT26330,1.0,3.0,View changes,OT26330 Capital Allowances: Mineral Extraction Allowance - Acquisition Of Other Assets From Non-Traders
OT26335,0.0,2.0,View changes,OT26335 Capital Allowances: Mineral Extraction Allowance - Limitations On Qualifying Expenditure On Second Hand Assets
OT26340,1.0,3.0,View changes,OT26340 Capital Allowances: Mineral Extraction Allowance - Definition Of Mineral Asset
OT26350,1.0,3.0,View changes,OT26350 Capital Allowances: Mineral Extraction Allowance - Qualifying And Non-Qualifying Expenditure
OT26355,5.0,7.0,View changes,OT26355 Capital Allowances: Mineral Extraction Allowance - Qualifying Expenditure In Oil Trades
OT26370,3.0,5.0,View changes,OT26370 Capital Allowances: Mineral Extraction Allowance - Disposal Events And Disposal Values
OT26380,3.0,5.0,View changes,OT26380 Capital Allowances: Mineral Extraction Allowance - Balancing Allowances And Charges
OT26390,2.0,4.0,View changes,OT26390 Capital Allowances: Mineral Extraction Allowance - Pre-Trading Expenditure
OT26395,1.0,3.0,View changes,OT26395 Capital Allowances: Mineral Extraction Allowance - Migration To UK Residence
OT26400,230.0,369.0,View changes,OT26400 Industrial Buildings Or Structures: Contents
OT26401,2.0,4.0,View changes,OT26401 Industrial Buildings Or Structures - The Application Of IBA To The Oil & Gas Industry
OT26402,1.0,3.0,View changes,OT26402 Industrial Buildings Or Structures - Initial Treatment Or Initial Storage Of Oil In A CT Ring Fence Trade
OT26403,0.0,2.0,View changes,OT26403 Industrial Buildings Or Structures - Buildings Constructed For Occupation By Or For Welfare Of Employees
OT26500,252.0,452.0,View changes,OT26500 Capital Allowances - Plant And Machinery: Contents
OT26506,0.0,2.0,View changes,OT26506 Capital Allowances: Plant And Machinery - CT Ring Fence Trades
OT26508,1.0,3.0,View changes,OT26508 Capital Allowances: Plant And Machinery - Transfers Of Interests In Oil Fields
OT26600,185.0,585.0,View changes,OT26600 Capital Allowances - Long Life Assets: Contents
OT26602,2.0,4.0,View changes,OT26602 Capital Allowances: Long Life Assets - Brief Outline
OT26603,3.0,5.0,View changes,OT26603 Capital Allowances: Long Life Assets - Expenditure Excluded From Being On Long Life Assets - Ships And Offshore Installations
OT26608,1.0,3.0,View changes,OT26608 Capital Allowances: Long Life Assets - Are Floating Production Storage And Offloading Vessels Long Life Assets?
OT26680,885.0,1761.0,View changes,OT26680 Production Sharing Contracts: Contents
OT26685,2.0,4.0,View changes,OT26685 Production Sharing Contracts - What Is A PSC?
OT26700,1.0,3.0,View changes,OT26700 Production Sharing Contracts - Capital Allowances And Ownership
OT26710,2.0,4.0,View changes,OT26710 Production Sharing Contracts - Deemed Ownership Of Assets
OT26740,1.0,3.0,View changes,OT26740 Production Sharing Contracts - The Scope Of The PSC Rules On Plant And Machinery
OT26750,3.0,5.0,View changes,OT26750 Production Sharing Contracts - Ownership Terms
OT26755,1.0,3.0,View changes,OT26755 Production Sharing Contracts - Provision Of Plant And Machinery
OT26760,3.0,5.0,View changes,OT26760 Production Sharing Contracts - Trade Use And Qualifying Purposes
OT26770,3.0,6.0,View changes,OT26770 Production Sharing Contracts - Anti-Avoidance Provisions And “Carry” Arrangements
OT26775,1.0,5.0,View changes,OT26775 Production Sharing Contracts - Triggering Relief For Deemed Ownership
OT26780,3.0,6.0,View changes,OT26780 Production Sharing Contracts - The Pool Value On Migration Into The UK
OT26785,7.0,10.0,View changes,OT26785 Production Sharing Contracts - Cessation Of Relief And Disposal Value
OT28010,10.0,15.0,View changes,OT28010 Outline Of The Legislation
OT28020,1121.0,2357.0,View changes,OT28020 General Decommissioning Expenditure: Contents
OT28040,2.0,5.0,View changes,OT28040 Meaning Of General Decommissioning Expenditure
OT28050,3.0,6.0,View changes,OT28050 Further Definitions
OT28060,2.0,5.0,View changes,"OT28060 Decommissioned Plant And Machinery Used Partly For A Non Ring Fence Trade, Expenditure Incurred On Or After 12 March 2008 And Before 22 April 2009"
OT28080,0.0,2.0,View changes,OT28080 Relief For Expenditure Incurred Before Cessation Of Ring Fence Trade And On Or After 12 March 2008
OT28100,3.0,6.0,View changes,OT28100 Relief For Expenditure Incurred Before Cessation Of Ring Fence Trade And On Or Before 11 March 2008
OT28205,2.0,5.0,View changes,OT28205 Relief For Expenditure Incurred After Cessation Of Ring Fence Trade And On Or After 22 April 2009
OT28210,4.0,7.0,View changes,OT28210 Meaning Of Post-Cessation Period On Or After 12 March 2008
OT28300,490.0,1098.0,View changes,OT28300 Expenditure Connected With Reuse Of Offshore Oil Infrastructure: Contents
OT28310,2.0,5.0,View changes,OT28310 Expenditure Qualifying For Writing Down Allowances
OT28320,1.0,4.0,View changes,OT28320 Exceptions To Expenditure Qualifying For Writing Down Allowances
OT28350,3.0,6.0,View changes,OT28350 Writing Down Allowances For The Net Cost Of Demolition
OT28400,0.0,3.0,View changes,OT28400 Expenditure On And Under Abandonment Guarantees
OT28410,1.0,4.0,View changes,OT28410 Meaning Of Abandonment Guarantee
OT28420,0.0,3.0,View changes,OT28420 Relief For Reimbursement Expenditure Under Abandonment Guarantees
OT28430,2.0,5.0,View changes,OT28430 Relief For Expenditure Incurred By A Participator In Meeting A Defaulter’S Abandonment Expenditure
OT28440,2.0,6.0,View changes,OT28440 Reimbursement By Defaulter In Respect Of Abandonment Expenditure
OT28460,2.0,5.0,View changes,OT28460 Buying Out Abandonment Obligations
OT28470,2.0,5.0,View changes,OT28470 Relief For Contributions To Trust Funds
OT28600,423.0,684.0,View changes,OT28600 Decommissioning Security Agreements: Contents
OT28601,1.0,4.0,View changes,OT28601 Introduction
OT28605,1.0,4.0,View changes,OT28605 Tax Treatment Of Sums Paid Into The Trust
OT28610,2.0,5.0,View changes,OT28610 Tax Treatment Of Income Arising To The Trust
OT28620,1.0,3.0,View changes,OT28620 Tax Treatment Of Sums Paid Out To Meet The Costs Of Decommissioning
OT28700,260.0,478.0,View changes,OT28700 Decommissioning Certainty: Contents
OT28703,28.0,32.0,View changes,OT28703 Outline Of The Legislation
OT28707,30.0,38.0,View changes,OT28707 Other Provisions
OT28710,1.0,3.0,View changes,OT28710 Other Provisions - Schedule 31
OT28712,2.0,4.0,View changes,OT28712 Other Provisions - Schedule 32
OT30000,195.0,427.0,View changes,OT30000 Capital Gains: Contents
OT30001,3.0,65.0,View changes,OT30001 Capital Gains
OT30008,284.0,451.0,View changes,OT30008 Licences For Exploration And Exploitation: Contents
OT30011,6.0,8.0,View changes,OT30011 Licences For Exploration And Exploitation - Onshore Licences
OT30018,105.0,258.0,View changes,OT30018 Farm Outs: Contents
OT30021,2.0,4.0,View changes,OT30021 Farm Outs - Exploration
OT30022,2.0,4.0,View changes,OT30022 Farm Outs - Developments
OT30023,2.0,4.0,View changes,OT30023 Farm Outs - Production
OT30038,457.0,1104.0,View changes,OT30038 Undeveloped Areas: Contents
OT30040,1.0,3.0,View changes,OT30040 Undeveloped Areas - Introduction
OT30041,1.0,3.0,View changes,OT30041 Undeveloped Areas - Overseas Licences
OT30043,3.0,5.0,View changes,OT30043 Undeveloped Areas - Definitions - 1
OT30045,3.0,5.0,View changes,OT30045 Undeveloped Areas - Three Dimensional Co-Ordinates
OT30075,1.0,3.0,View changes,"OT30075 Computational Points - Full Disposal, No Cash Consideration"
OT30077,1.0,3.0,View changes,OT30077 Computational Points - Definition Of A Part Disposal
OT30098,227.0,357.0,View changes,OT30098 Drilling Expenditure: Contents
OT30101,3.0,5.0,View changes,OT30101 Drilling Expenditure - Amount Of Deduction
OT30106,2.0,4.0,View changes,OT30106 Drilling Expenditure - Intangible Drilling Costs Of Production Wells
OT30125,550.0,1296.0,View changes,OT30125 Consideration Other Than Cash: Contents
OT30131,2.0,4.0,View changes,OT30131 Subordinated Interests
OT30132,3.0,6.0,View changes,OT30132 Development Carry
OT30133,2.0,5.0,View changes,OT30133 Licence Swaps - Disposals Made Before 22 April 2009
OT30134,2.0,6.0,View changes,OT30134 Work Obligation
OT30135,1.0,4.0,View changes,OT30135 Agreement Of The Farmer In To Valuation
OT30136,1.0,4.0,View changes,OT30136 Licence Swaps - Licence Only Consideration - Disposals Made On Or After 22 April 2009
OT30137,0.0,3.0,View changes,OT30137 Licence Swaps - Mixed Consideration Received - Disposals Made On Or After 22 April 2009
OT30138,0.0,3.0,View changes,OT30138 Licence Swaps - Mixed Consideration Given - Disposals Made On Or After 22 April 2009
OT30150,151.0,239.0,View changes,OT30150 Allowable Costs: Contents
OT30151,1.0,4.0,View changes,OT30151 Allowable Costs - Drilling Costs
OT30152,3.0,7.0,View changes,OT30152 Allowable Costs - Wasting Asset Rules
OT30153,3.0,6.0,View changes,OT30153 Allowable Costs - Wasting Asset Rebasing To March 1982
OT30155,3.0,6.0,View changes,OT30155 Allowable Costs - Rebasing Where The Cost Of The Licence Is Nil
OT30200,290.0,690.0,View changes,OT30200 Rebasing Of Assets Held At 31 March 1982: Contents
OT30215,1.0,4.0,View changes,OT30215 Rebasing Of Assets Held At 31 March 1982 - Excluded Shares
OT30295,1026.0,2087.0,View changes,OT30295 Valuation Of Oil Assets Including Shares: Contents
PAYE-MANUAL,0.0,2.0,View changes,PAYE Manual
PAYE001,232.0,277.0,View changes,PAYE001 Business Calendar (Internal Use Only)
PAYE10040,1.0,11.0,View changes,PAYE10040 Coding: Double Taxation Relief
PAYE103000,0.0,2.0,View changes,PAYE103000 Individual Records: Maintain Individual Details: Contents
PAYE103035,0.0,3.0,View changes,PAYE103035 RLS Correspondence
PAYE103045,0.0,3.0,View changes,PAYE103045 Agent Details: Non CESA Agents
PAYE130025,262.0,349.0,View changes,PAYE130025 Allowances
PAYE130063,54.0,57.0,View changes,PAYE130063 Third Party Information Disputes Process
PAYE5015,0.0,2.0,View changes,PAYE5015 Payroll Alignment
PAYE5025,0.0,2.0,View changes,PAYE5025 Submission Types
PAYE53000,0.0,2.0,View changes,PAYE53000 Employer Returns: Employer Return Work Lists: Contents
PAYE53012,0.0,2.0,View changes,PAYE53012 Post Capture - 2007-08 Onwards (Action Guide)
PAYE53015,0.0,2.0,View changes,PAYE53015 EDI / Internet - Action By Employers Live Service Team
PAYE55000,0.0,4.0,View changes,PAYE55000 Employer Returns: RTI Submissions: Contents
PAYE55010,0.0,4.0,View changes,PAYE55010 Information
PAYE57000,0.0,2.0,View changes,PAYE57000 P11D Processing: Logging Forms P11D: Contents
PAYE57035,0.0,2.0,View changes,PAYE57035 Multiple Batches
PAYE57045,0.0,2.0,View changes,PAYE57045 Dispatch Cover Sheet
PAYE57200,0.0,2.0,View changes,PAYE57200 P11D Processing: Processing And Retrieving Forms P11D: Contents
PAYE57275,0.0,2.0,View changes,PAYE57275 Exiting A Batch
PAYE57305,0.0,2.0,View changes,PAYE57305 Capture MARORS
PAYE57800,0.0,3.0,View changes,PAYE57800 P11D Processing: QA/QC For Captured Forms P11D: Contents
PAYE58000,0.0,3.0,View changes,PAYE58000 P11D Processing: ECS / NPS Inhibition Signal: Contents
PAYE62000,0.0,3.0,View changes,PAYE62000 Employment Maintenance: Cease Employment: Contents
PAYE62020,0.0,2.0,View changes,PAYE62020 Employers Using Computerised Stationery
PAYE62030,0.0,3.0,View changes,PAYE62030 Capture Cessation Details
PAYE62040,0.0,3.0,View changes,PAYE62040 Individual Becomes Self Employed
PAYE62055,0.0,3.0,View changes,PAYE62055 Work Item 42 - P45 Part 1 - Tax Table Discrepancy
PIM2056,4647.0,7303.0,View changes,PIM2056 Restriction For Income Tax Purposes From 2017/18: Apportionment
PTM000001,208.0,259.0,View changes,PTM000001 Glossary
PTM025500,0.0,3.0,View changes,PTM025500 Authorised Practitioner
PTM028000,0.0,4.0,View changes,PTM028000 Pension Age
PTM031200,54.0,58.0,View changes,PTM031200 Conditions For Registering A Pension Scheme
PTM032100,3384.0,3403.0,View changes,PTM032100 Applying To Register A Pension Scheme
PTM032300,54.0,58.0,View changes,PTM032300 HMRC Registers The Scheme
PTM032400,29.0,32.0,View changes,PTM032400 HMRC Decides Not To Register The Scheme
PTM044100,0.0,3.0,View changes,PTM044100 Conditions
PTM051100,0.0,3.0,View changes,PTM051100 Essential Principles
PTM051200,0.0,3.0,View changes,PTM051200 When The Annual Allowance Charge Does Not Apply
PTM053000,0.0,2.0,View changes,PTM053000 Pension Input Amounts: Contents
PTM053330,16007.0,16518.0,View changes,PTM053330 Worked Examples: ‘Split Normal Pension Ages’
PTM053710,0.0,2.0,View changes,PTM053710 Further Detail
PTM054000,0.0,2.0,View changes,PTM054000 Pension Increase Exchanges (Or ‘Pies’)
PTM054400,0.0,2.0,View changes,PTM054400 Pre-6 April 2006 Inland Revenue Maximum Limits
PTM055000,0.0,2.0,View changes,PTM055000 Carry Forward: Contents
PTM055200,0.0,2.0,View changes,PTM055200 Calculating Unused Annual Allowance
PTM056110,0.0,2.0,View changes,PTM056110 Tax Charge: General
PTM056200,0.0,4.0,View changes,PTM056200 Telling HMRC
PTM057100,0.0,4.0,View changes,PTM057100 Annual Allowance
PTM058010,0.0,6.0,View changes,PTM058010 Transitional Rules For Tax Year 2015-16: General
PTM058080,0.0,4.0,View changes,PTM058080 Transitional Rules For Tax Year 2015-16: Pension Input Amounts: Defined Benefits And Cash Balance Arrangements: Deferred Members
PTM062210,0.0,4.0,View changes,PTM062210 Right To Take Benefits Before Normal Minimum Pension Age Of 55
PTM062800,0.0,2.0,View changes,PTM062800 Pensions: Pension Payments Authorised By Regulations
PTM063240,0.0,2.0,View changes,PTM063240 Applicable Amount
PTM063500,0.0,2.0,View changes,PTM063500 Trivial Commutation Lump Sum
PTM063600,0.0,2.0,View changes,PTM063600 Winding-Up Lump Sum
PTM063700,0.0,2.0,View changes,PTM063700 Small Pension Payments
PTM073010,0.0,3.0,View changes,PTM073010 Tax On Authorised Lump Sum Death Benefits
PTM088500,0.0,3.0,View changes,PTM088500 Summary Of The Process For Testing Bces Against The Lifetime Allowance When The Member Has Died
PTM088610,0.0,3.0,View changes,PTM088610 BCE 1 Designation Of Funds For Drawdown Pension During The Member's Lifetime
PTM088620,0.0,3.0,View changes,PTM088620 BCE 2 Entitlement To A Scheme Pension
PTM088630,0.0,3.0,View changes,PTM088630 BCE 3 Increase To A Scheme Pension In Payment
PTM088640,0.0,3.0,View changes,PTM088640 BCE 4 Purchase Of A Lifetime Annuity
PTM088650,0.0,3.0,View changes,"PTM088650 Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 5, 5A And 5B Age 75"
PTM088660,0.0,3.0,View changes,PTM088660 BCE 5C And BCE 5D Relevant Unused Uncrystallised Funds Applied For Drawdown Or Annuity Following A Death
PTM088670,0.0,3.0,View changes,PTM088670 Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 6 Relevant Lump Sums
PTM088680,0.0,4.0,View changes,PTM088680 Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 7 Relevant Lump Sum Death Benefits
PTM088690,0.0,2.0,View changes,PTM088690 The Lifetime Allowance And The Lifetime Allowance Charge: Benefit Crystallisation Events: Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 8 Transfer To QROPS
PTM088700,0.0,4.0,View changes,PTM088700 Each Of The Benefit Crystallisation Events (Bces) In Detail: BCE 9 Prescribed Authorised Member Payments
PTM092200,4569.0,4572.0,View changes,PTM092200 Protecting Pre-April 2006 Pension Rights: Divorce
PTM092300,54.0,57.0,View changes,PTM092300 Protecting Pre-April 2006 Pension Rights: Primary Protection
PTM093210,16045.0,20221.0,View changes,PTM093210 Applying For Fixed Protection 2016 (FP 2016)
PTM093520,12212.0,12214.0,View changes,PTM093520 Defined Benefits Arrangements - Aspects Of ‘Benefit Accrual’
PTM093700,0.0,2.0,View changes,PTM093700 Testing For Benefit Accrual
PTM094310,1360.0,1363.0,View changes,PTM094310 Valuing Pension Savings For Individual Protection 2016
PTM095200,54.0,56.0,View changes,PTM095200 Pension Credit Factor
PTM095320,54.0,56.0,View changes,PTM095320 The Non-Residence Factor For Cash Balance Arrangements
PTM095330,54.0,56.0,View changes,PTM095330 The Non-Residence Factor For Other Money Purchase Arrangements
PTM095340,54.0,56.0,View changes,PTM095340 The Non-Residence Factor For Defined Benefits Arrangements
PTM095350,54.0,56.0,View changes,PTM095350 The Non-Residence Factor For Hybrid Arrangements
PTM095360,0.0,2.0,View changes,PTM095360 Notifications Procedure For The Non-Residence Factor
PTM095500,0.0,2.0,View changes,PTM095500 Applying Lifetime Allowance Enhancement Factors
PTM098000,29.0,31.0,View changes,PTM098000 Late Submission Of Notifications For Protection From The Lifetime Allowance Charge
PTM102000,0.0,2.0,View changes,PTM102000 Transfers From A Registered Pension Scheme To A QROPS
PTM102200,0.0,2.0,View changes,PTM102200 Transfers: Transfers To A QROPS: Essential Principles Of The Overseas Transfer Charge
PTM102300,0.0,2.0,View changes,PTM102300 When The Overseas Transfer Charge Doesn’T Apply – The Exclusion Conditions
PTM102350,0.0,3.0,View changes,PTM102350 Examples Of When A Transfer Is Not Subject To The Overseas Transfer Charge
PTM102400,0.0,4.0,View changes,PTM102400 When The Overseas Transfer Charge Arises Due To A Change In Circumstances After A Transfer
PTM102600,0.0,3.0,View changes,PTM102600 When The Overseas Transfer Charge May Be Repaid
PTM102700,0.0,3.0,View changes,PTM102700 Discharge From Liability To The Overseas Transfer Charge
PTM103000,0.0,3.0,View changes,PTM103000 Scheme Administrator Actions - Before The Transfer
PTM103100,0.0,3.0,View changes,PTM103100 Scheme Manager Actions – Before The Transfer
PTM103150,0.0,3.0,View changes,PTM103150 Scheme Manager Actions – After The Transfer
PTM109000,0.0,3.0,View changes,PTM109000 Transfers: Information Requirements In Respect Of A Transfer
PTM112010,0.0,3.0,View changes,PTM112010 Introduction
PTM112100,0.0,3.0,View changes,PTM112100 What Makes A Scheme A QROPS
PTM112500,0.0,3.0,View changes,PTM112500 Exclusion And Other Loss Of QROPS Status
PTM112700,0.0,3.0,View changes,PTM112700 Reports To Be Made To HMRC Automatically
PTM112720,0.0,3.0,View changes,PTM112720 Information To Be Provided On Request To HMRC
PTM112800,0.0,3.0,View changes,PTM112800 Reporting By Former QROPS
PTM113100,3450.0,3559.0,View changes,PTM113100 International: Overview Of When UK Tax Charges Apply To Non-UK Schemes
PTM113210,0.0,2.0,View changes,PTM113210 International: UK Tax Charges On Non UK Schemes: The Member Payment Charges And Taxable Property Charges: The Member Payment Charges: Basic Principles
PTM113250,0.0,2.0,View changes,PTM113250 Payments Made On Or After 6 April 2017 That Reduce A Member’S UK Funds
PTM113350,0.0,2.0,View changes,PTM113350 Non UK Schemes: The Annual Allowance Charge And Non-UK Schemes: Carrying Forward Unused Annual Allowance From Earlier Years
PTM113430,0.0,2.0,View changes,PTM113430 International: Early Election For A Deemed BCE By Relieved Members
PTM125400,2.0,4.0,View changes,PTM125400 Indirect Holdings
PTM125500,12046.0,12140.0,View changes,PTM125500 Pre A-Day Investments
PTM141000,0.0,3.0,View changes,PTM141000 Essential Principles
PTM142000,0.0,3.0,View changes,PTM142000 Specific Member Payments
PTM145300,1370.0,1374.0,View changes,PTM145300 Conditions For Authorised Surplus Payments
PTM151000,25.0,28.0,View changes,PTM151000 Essential Principles
PTM157000,0.0,3.0,View changes,PTM157000 Authorising A Practitioner
PTM158000,0.0,3.0,View changes,PTM158000 Other Scheme Administrator Rights
PTM160300,0.0,4.0,View changes,PTM160300 Essential Principles: Summary Of Scheme Administrator Information Obligations
PTM160400,0.0,2.0,View changes,PTM160400 Scheme Member Information Requirements
PTM160600,0.0,2.0,View changes,PTM160600 Information Requirements For Qualifying Recognised Overseas Pension Schemes (QROPS) And Former QROPS
PTM160800,0.0,2.0,View changes,PTM160800 Penalties For Failing To Comply With An Information Requirement Or Providing Inaccurate Information
PTM161100,0.0,2.0,View changes,PTM161100 Essential Principles
PTM161500,0.0,2.0,View changes,PTM161500 Reportable Events 8 To 9
PTM162100,25.0,27.0,View changes,PTM162100 Essential Principles
PTM162200,0.0,2.0,View changes,PTM162200 Information Needed To Submit An AFT
PTM167200,15671.0,15712.0,View changes,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement
PTM169200,0.0,4.0,View changes,PTM169200 Information Notices In Respect Of Overseas Pension Schemes
RDRM31050,0.0,3.0,View changes,RDRM31050 Effects Of Using The Remittance Basis
RDRM32000,0.0,2.0,View changes,RDRM32000 Remittance Basis: Accessing The
RDRM32100,0.0,2.0,View changes,RDRM32100 Remittance Basis: Exceptions To The Claim Requirements: Contents
RDRM32110,0.0,2.0,View changes,"RDRM32110 Un-Remitted Foreign Income And Gains Below £2,000 Threshold"
RDRM32140,0.0,2.0,View changes,RDRM32140 Application Of Remittance Basis Without Claim - Other Cases (ITA07/S809e)
RDRM32210,185.0,266.0,View changes,RDRM32210 Long-Term Residents And The Remittance Basis Charge - Overview
RDRM32240,185.0,291.0,View changes,RDRM32240 Interaction With Extra Statutory Concession (ESC) A11
RDRM32300,0.0,2.0,View changes,RDRM32300 Remittance Basis: Remittance Basis Charge - Nomination Of Foreign Income And Gains: Contents
RDRM32310,0.0,2.0,View changes,RDRM32310 Nomination Of Foreign Income And Gains - Overview
RDRM32320,0.0,2.0,View changes,RDRM32320 Making A Nomination
RDRM32360,0.0,2.0,View changes,RDRM32360 Insufficient Nomination - Automatic Additional Nomination Of Income Under Ita07s809h(4)
RDRM37010,0.0,2.0,View changes,RDRM37010 Appendices: Appendix 1 - Starter For 10: Some Frequently Asked Questions About The Remittance Basis And The Remittance Basis Charge.
RM3292P,0.0,2.0,View changes,RM3292P How To Prepare And Issue A Payable Order By Hand: Contents
RM3312,0.0,2.0,View changes,RM3312 How To Prepare And Issue Payable Order: Issue At Counter
RM4000P,0.0,2.0,View changes,RM4000P Gneral: Contents
RM4009,0.0,2.0,View changes,RM4009 RO Instructions: Evidence From Banks And Building Societies
RM4012,0.0,1.0,View changes,RM4012 RO Instructions: Have You Got Enough
RM4130P,0.0,1.0,View changes,RM4130P Which Vouchers To Confirm And How To Confirm Them: Contents
RM4182,0.0,3.0,View changes,RM4182 RO Instructions: R185 Showing Payments To Trade Union/Friendly Society
RM4190,0.0,4.0,View changes,RM4190 RO Instructions: When To Use The `AP' Procedure
SAM125000,0.0,2.0,View changes,SAM125000 Returns Work Lists: Contents
SAM125201,0.0,2.0,View changes,SAM125201 Returns: W054 Weekly Returns Review: Transfer Of Allowances (Action Guide)
SAM125220,0.0,2.0,View changes,SAM125220 Returns: W056 Partnership Online Amendments
SDLTM09800,306.0,308.0,View changes,SDLTM09800 Condition D - General
SPE15460,0.0,2.0,View changes,SPE15460 Common Storage: Contents
SPE15480,0.0,2.0,View changes,SPE15480 Identification Of Customs Duty Status
SPE15490,0.0,2.0,View changes,SPE15490 Goods Under Inward Processing (IP)
STSM011070,15.0,18.0,View changes,STSM011070 The Stamp Duty (Exempt Instruments) Regulations 1987
STSM012040,0.0,2.0,View changes,STSM012040 Stamp Duty Reserve Tax - The Relevant Day
STSM014030,1.0,3.0,View changes,STSM014030 Stamp Duty Reserve Tax - Rounding
STSM015020,2101.0,2112.0,View changes,STSM015020 Penalties For Late Stamping
STSM017020,1.0,3.0,View changes,STSM017020 Wait And See - Consideration Not Yet Ascertained
STSM021010,2.0,4.0,View changes,STSM021010 Stamp Duty: Overview
STSM021040,2.0,4.0,View changes,STSM021040 Stamp Duty: What Are Stock And Marketable Securities?
STSM021110,1.0,5.0,View changes,STSM021110 Stamp Duty: Future Stock Or Marketable Securities: Examples
STSM021140,1.0,4.0,View changes,STSM021140 Stamp Duty: Exchange Of Shares
STSM021170,1.0,4.0,View changes,STSM021170 Stamp Duty: Transfer In Contemplation Of A Sale
STSM021190,1.0,5.0,View changes,STSM021190 Stamp Duty: Block Transfers
STSM021230,1.0,4.0,View changes,STSM021230 Stamp Duty: Transfer Of Convertible Notes
STSM021250,1.0,4.0,View changes,STSM021250 Stamp Duty: A To A Transfers
STSM021270,3.0,6.0,View changes,STSM021270 Stamp Duty: Transfer Of An Interest In A Partnership
STSM022010,1.0,4.0,View changes,STSM022010 Stamp Duty: The Adjudication Procedure
STSM022030,1.0,4.0,View changes,STSM022030 Stamp Duty: Finality Of Adjudication
STSM022040,1.0,3.0,View changes,STSM022040 Stamp Duty: Reasons For Adjudication
STSM022050,1.0,3.0,View changes,STSM022050 Stamp Duty: A “Particular Stamp”
STSM022120,2.0,5.0,View changes,STSM022120 Stamp Duty: Company Reconstructions
STSM022160,3.0,6.0,View changes,STSM022160 Stamp Duty: Transfer Of A Partnership Interest
STSM022210,1.0,4.0,View changes,STSM022210 Stamp Duty: Sales To Intermediaries
